ip_address,hostname,mac_address,device_type,manufacturer,model,is_managed,has_security_patches,encryption_enabled,authentication_required,firewall_protected,access_control,vulnerabilities,cve_count,last_seen,confidence_level,firmware_version,protocol
192.168.83.21,,1B:47:60:3D:5D:4D,Safety_Controller,Generic,Unknown,false,false,false,false,true,None,9,4,2025-11-07,98,v16.0,HART-IP
192.168.39.80,Smar-8498,44:A:27:22:11:51,Smart_Transmitter,Schneider,Smart_Transmitter-493,true,true,false,false,true,Role-Based,2,0,2025-11-03,66,v20.19,Modbus TCP
192.168.87.204,DEVICE-192-168-87-204,34:61:2C:2C:26:2D,Protocol_Converter,Schneider,Protocol_Converter-830,true,true,true,false,true,Role-Based,3,0,2025-11-04,96,R511.5,Unknown
192.168.244.105,Gate-2752,3C:47:30:24:4F:50,Gateway,Emerson,Gateway-396,false,false,false,false,true,None,4,2,2025-11-09,86,Unknown,Modbus TCP
192.168.64.86,Prot-2399,39:5A:A:2A:21:38,Protocol_Converter,Yokogawa,Protocol_Converter-213,false,false,false,false,true,None,8,0,2025-11-04,70,v5.0,Unknown
192.168.184.155,,21:43:59:22:37:2A,Gateway,Rosemount,Gateway-131,false,false,true,false,true,None,7,1,2025-11-05,69,v16.0,Unknown
192.168.83.122,Swit-4506,36:1E:30:48:43:33,Switch,Generic,Unknown,false,false,false,true,true,None,7,4,2025-11-09,85,v4.5.2,Unknown
192.168.93.189,Prot-4053,E:23:57:1B:52:15,Protocol_Converter,Rosemount,Protocol_Converter-234,true,true,false,false,true,Basic,2,0,2025-11-10,99,v2.8.1,HART-IP
192.168.77.210,,61:59:55:22:42:B,Switch,Generic,Unknown,false,false,false,false,true,None,8,1,2025-11-07,67,v5.0,HART-IP
192.168.186.201,DEVICE-192-168-186-201,62:4F:4C:34:16:41,Safety_Controller,ABB,Safety_Controller-953,true,false,true,true,true,Role-Based,0,0,2025-11-08,98,v20.19,BACnet
192.168.148.184,IP_C-3367,54:59:53:17:2A:56,IP_Camera,Yokogawa,IP_Camera-821,false,false,false,true,false,None,9,4,2025-11-10,85,Unknown,Unknown
192.168.218.48,VFD-2784,C:3A:28:52:43:5A,VFD,Schneider,VFD-677,false,false,false,false,true,None,9,3,2025-11-06,83,v2.8.1,HART-IP
192.168.102.81,VFD-4937,22:13:28:27:20:2E,VFD,ABB,VFD-769,true,false,false,true,true,Basic,2,0,2025-11-05,71,v5.0,HART-IP
192.168.30.175,,3F:21:5B:23:4F:14,Protocol_Converter,Schneider,Protocol_Converter-531,false,false,false,false,false,None,7,3,2025-11-09,84,v21.11,HART-IP
192.168.155.18,DEVICE-192-168-155-18,D:18:5A:2B:E:11,Switch,Rosemount,Switch-202,true,false,false,true,true,Basic,2,0,2025-11-08,82,v5.0,BACnet
192.168.118.128,DEVICE-192-168-118-128,17:63:28:5F:4A:3E,IP_Camera,Siemens,IP_Camera-231,true,true,false,true,false,Basic,2,1,2025-11-04,72,R511.5,BACnet
192.168.129.169,DCS-176,40:56:1A:5C:23:61,DCS,Yokogawa,Model-1212,true,true,true,true,true,Role-Based,3,1,2025-11-06,95,v3.1.0,Proprietary
192.168.55.79,HMI-1119,29:41:31:63:4D:5B,HMI,GE,Model-3076,true,true,false,false,true,Basic,3,1,2025-11-07,74,v16.0,Profinet
192.168.170.17,Prot-4966,10:59:34:2F:15:14,Protocol_Converter,Yokogawa,Protocol_Converter-438,true,true,false,false,true,Role-Based,1,0,2025-11-07,93,v2.8.1,Unknown
192.168.182.206,IP_C-8236,1D:5D:20:5B:23:30,IP_Camera,Rosemount,IP_Camera-926,false,false,false,false,true,None,5,3,2025-11-05,96,v14.3,BACnet
192.168.172.187,Smar-7550,2A:2D:45:62:39:35,Smart_Transmitter,Rosemount,Smart_Transmitter-946,false,false,false,false,false,None,11,6,2025-11-09,75,v14.3,HART-IP
192.168.141.230,Swit-6688,50:50:39:41:45:56,Switch,Yokogawa,Switch-554,true,true,false,false,true,Basic,3,1,2025-11-07,88,v3.1.0,BACnet
192.168.182.185,VFD-5631,5F:2D:27:63:45:D,VFD,Schneider,VFD-760,true,true,false,true,true,Role-Based,2,0,2025-11-10,84,v14.3,Unknown
192.168.57.201,,5E:50:32:1E:1D:62,Safety_Controller,Generic,Unknown,false,false,false,false,true,None,6,1,2025-11-09,68,v2.8.1,Modbus TCP
192.168.99.39,,38:1D:26:5E:13:3A,HMI,Yokogawa,Model-5677,true,false,false,true,true,Basic,1,0,2025-11-04,93,v16.0,Proprietary
192.168.123.51,,44:3F:3C:2D:F:3B,VFD,Rosemount,VFD-139,true,true,false,false,false,Basic,1,0,2025-11-04,90,R4.03,Modbus TCP
192.168.11.212,RTU-1009,27:22:14:4C:57:38,RTU,Siemens,Model-9424,true,true,true,true,true,Role-Based,3,1,2025-11-07,72,v16.0,Profinet
192.168.81.172,DEVICE-192-168-81-172,16:27:5A:4E:54:58,Safety_Controller,Generic,Unknown,true,true,false,false,true,Basic,3,1,2025-11-08,90,v5.0,BACnet
192.168.71.189,IP_C-2791,21:3D:5E:52:39:52,IP_Camera,Emerson,IP_Camera-711,true,true,false,false,false,Basic,3,0,2025-11-07,72,v5.0,BACnet
192.168.117.146,,D:41:23:27:24:37,Smart_Transmitter,Generic,Unknown,true,true,false,false,false,Basic,0,0,2025-11-08,76,v20.19,Unknown
192.168.19.83,Swit-8554,32:4E:1A:57:43:3D,Switch,Siemens,Switch-517,true,true,false,false,true,Basic,3,1,2025-11-07,62,v3.1.0,Unknown
192.168.156.71,DEVICE-192-168-156-71,A:1D:25:39:51:14,IP_Camera,Emerson,IP_Camera-151,false,false,true,false,true,None,12,7,2025-11-05,71,v14.3,BACnet
192.168.29.128,Smar-7218,18:2F:20:57:50:54,Smart_Transmitter,ABB,Smart_Transmitter-129,true,true,false,false,false,Role-Based,1,0,2025-11-10,89,v21.11,Modbus TCP
192.168.95.190,DEVICE-192-168-95-190,61:3B:4B:F:34:18,Safety_Controller,Schneider,Safety_Controller-778,false,false,false,false,true,None,12,3,2025-11-05,99,v2.8.3,BACnet
192.168.105.67,DEVICE-192-168-105-67,18:31:D:41:51:42,Analyzer,Siemens,Analyzer-144,true,true,false,false,false,Role-Based,1,0,2025-11-08,92,v21.11,Modbus TCP
192.168.129.189,DEVICE-192-168-129-189,E:B:4A:20:27:42,VFD,Rosemount,VFD-255,false,false,false,false,false,None,12,1,2025-11-06,85,v4.5.2,HART-IP
192.168.113.104,DEVICE-192-168-113-104,2E:44:34:19:16:59,Smart_Transmitter,Emerson,Smart_Transmitter-529,false,false,false,false,true,None,7,1,2025-11-06,85,v2.8.3,Unknown
192.168.216.154,DEVICE-192-168-216-154,24:51:21:A:5E:43,Gateway,ABB,Gateway-904,false,false,false,true,true,None,6,1,2025-11-08,84,v20.19,HART-IP
192.168.94.96,,27:21:2D:5C:5E:35,Gateway,Rosemount,Gateway-669,false,false,false,true,true,None,7,1,2025-11-10,73,v4.5.2,HART-IP
192.168.47.102,Gate-6839,1D:4E:59:33:26:56,Gateway,Schneider,Gateway-580,false,false,false,false,false,None,9,3,2025-11-05,70,v2.8.1,HART-IP
