tag_id,plant,plant_code,unit,unit_code,area,device_type,security_tier,criticality,manufacturer,model,serial_number,description,location,installation_date,expected_ip,expected_protocol,vlan,safety_system,last_maintenance,warranty_expires
CGN-TRB-0011,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 1,DFR,2,Critical,GE,GE-DFR-8851,SN-mk501gju-0SWIZ8,DFR for Turbine Hall operations,"Turbine Hall, Station 11",2016-03-17,192.168.10.11,Modbus,100,SIS-TRB,2025-06-04,2026-05-11
CGN-TRB-0012,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 1,Manual Indicator,3,Critical,Hitachi,HIT-ManualIndicator-3277,SN-mk501gju-9ZFAWR,Manual Indicator for Turbine Hall operations,"Turbine Hall, Station 12",2016-12-29,,,100,SIS-TRB,2025-06-25,2026-03-14
CGN-TRB-0013,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 1,IED,1,Critical,ABB,ABB-IED-4585,SN-mk501gjv-TAYN66,IED for Turbine Hall operations,"Turbine Hall, Station 13",2018-10-13,192.168.10.13,IEC 61850,100,SIS-TRB,2025-04-14,2027-01-20
CGN-TRB-0014,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 1,Circuit Breaker,2,Critical,Siemens,SIE-CircuitBreaker-9591,SN-mk501gjv-5TQLWJ,Circuit Breaker for Turbine Hall operations,"Turbine Hall, Station 14",2024-12-18,192.168.10.14,HART,100,SIS-TRB,2025-09-21,2026-05-26
CGN-TRB-0015,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 1,Manual Indicator,3,Critical,Toshiba,TOS-ManualIndicator-1852,SN-mk501gjv-SUMLSN,Manual Indicator for Turbine Hall operations,"Turbine Hall, Station 15",2022-10-05,,,100,SIS-TRB,2025-02-16,2027-05-10
CGN-TRB-0016,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 1,Voltage Transformer,2,Critical,Toshiba,TOS-VoltageTransformer-4688,SN-mk501gjv-X7936R,Voltage Transformer for Turbine Hall operations,"Turbine Hall, Station 16",2018-12-22,192.168.10.16,Profibus,100,SIS-TRB,2025-03-20,2028-11-08
CGN-TRB-0017,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 1,IED,1,Critical,Siemens,SIE-IED-9378,SN-mk501gjv-AYSQOF,IED for Turbine Hall operations,"Turbine Hall, Station 17",2023-06-08,192.168.10.17,Ethernet/IP,100,SIS-TRB,2025-01-28,2026-10-01
CGN-TRB-0018,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 1,Current Transformer,2,Critical,Hitachi,HIT-CurrentTransformer-4059,SN-mk501gjv-1OSIMY,Current Transformer for Turbine Hall operations,"Turbine Hall, Station 18",2019-08-22,192.168.10.18,Modbus,100,SIS-TRB,2025-05-17,2026-11-27
CGN-TRB-0019,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 1,Protection Relay,1,Critical,SEL,SEL-ProtectionRelay-8198,SN-mk501gjv-0WDUHZ,Protection Relay for Turbine Hall operations,"Turbine Hall, Station 19",2024-01-13,192.168.10.19,IEC 61850,100,SIS-TRB,2025-03-06,2027-08-31
CGN-TRB-0020,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 1,IED,1,Critical,Siemens,SIE-IED-4725,SN-mk501gjv-63XHON,IED for Turbine Hall operations,"Turbine Hall, Station 20",2019-05-11,192.168.10.20,Modbus TCP,100,SIS-TRB,2025-07-31,2028-07-02
CGN-TRB-0021,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,Current Transformer,2,Critical,SEL,SEL-CurrentTransformer-3293,SN-mk501gjv-R7ZK6U,Current Transformer for Turbine Hall operations,"Turbine Hall, Station 1",2021-12-21,192.168.10.21,Foundation Fieldbus,100,SIS-TRB,2025-05-11,2028-05-03
CGN-TRB-0022,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,Protection Relay,1,Critical,ABB,ABB-ProtectionRelay-1092,SN-mk501gjv-TTPAU9,Protection Relay for Turbine Hall operations,"Turbine Hall, Station 2",2023-07-02,192.168.10.22,Modbus TCP,100,SIS-TRB,2025-09-23,2028-04-05
CGN-TRB-0023,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,Metering Unit,2,Critical,Hitachi,HIT-MeteringUnit-9748,SN-mk501gjv-Y04B9G,Metering Unit for Turbine Hall operations,"Turbine Hall, Station 3",2024-02-11,192.168.10.23,Modbus,100,SIS-TRB,2025-01-29,2027-03-05
CGN-TRB-0024,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,Phasor Measurement Unit,1,Critical,Siemens,SIE-PhasorMeasurementUnit-1546,SN-mk501gjv-DC6XC1,Phasor Measurement Unit for Turbine Hall operations,"Turbine Hall, Station 4",2022-09-13,192.168.10.24,OPC UA,100,SIS-TRB,2025-10-31,2028-02-19
CGN-TRB-0025,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,Current Transformer,2,Critical,Toshiba,TOS-CurrentTransformer-7563,SN-mk501gjv-5I5K3N,Current Transformer for Turbine Hall operations,"Turbine Hall, Station 5",2026-01-07,192.168.10.25,Foundation Fieldbus,100,SIS-TRB,2025-07-13,2026-01-19
CGN-TRB-0026,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,Manual Indicator,3,Critical,ABB,ABB-ManualIndicator-3033,SN-mk501gjv-90NRMA,Manual Indicator for Turbine Hall operations,"Turbine Hall, Station 6",2023-07-04,,,100,SIS-TRB,2025-10-29,2028-09-05
CGN-TRB-0027,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,Metering Unit,2,Critical,Hitachi,HIT-MeteringUnit-2129,SN-mk501gjv-D9YI7K,Metering Unit for Turbine Hall operations,"Turbine Hall, Station 7",2025-03-05,192.168.10.27,Modbus,100,SIS-TRB,2025-07-10,2028-06-17
CGN-TRB-0028,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,Protection Relay,1,Critical,GE,GE-ProtectionRelay-3239,SN-mk501gjv-LIAFD6,Protection Relay for Turbine Hall operations,"Turbine Hall, Station 8",2017-10-16,192.168.10.28,OPC UA,100,SIS-TRB,2025-05-21,2026-02-11
CGN-TRB-0029,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,SCADA RTU,1,Critical,ABB,ABB-SCADARTU-1545,SN-mk501gjv-JZK4Y1,SCADA RTU for Turbine Hall operations,"Turbine Hall, Station 9",2017-10-14,192.168.10.29,Modbus TCP,100,SIS-TRB,2025-01-23,2028-08-13
CGN-TRB-0030,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,Circuit Breaker,2,Critical,Toshiba,TOS-CircuitBreaker-8094,SN-mk501gjv-Q4TE5K,Circuit Breaker for Turbine Hall operations,"Turbine Hall, Station 10",2016-12-20,192.168.10.30,Foundation Fieldbus,100,SIS-TRB,2025-04-23,2027-08-15
CGN-TRB-0031,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,Metering Unit,2,Critical,GE,GE-MeteringUnit-8345,SN-mk501gjv-9XH6C1,Metering Unit for Turbine Hall operations,"Turbine Hall, Station 11",2025-04-13,192.168.10.31,Foundation Fieldbus,100,SIS-TRB,2025-04-17,2027-01-23
CGN-TRB-0032,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,Capacitor Bank Controller,2,Critical,Toshiba,TOS-CapacitorBankController-7995,SN-mk501gjv-667SV2,Capacitor Bank Controller for Turbine Hall operations,"Turbine Hall, Station 12",2025-01-13,192.168.10.32,Foundation Fieldbus,100,SIS-TRB,2025-09-03,2027-10-30
CGN-TRB-0033,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,Current Transformer,2,Critical,SEL,SEL-CurrentTransformer-4890,SN-mk501gjv-RP8TY8,Current Transformer for Turbine Hall operations,"Turbine Hall, Station 13",2022-04-08,192.168.10.33,Modbus,100,SIS-TRB,2025-09-18,2026-05-31
CGN-TRB-0034,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,Battery Monitor,2,Critical,Hitachi,HIT-BatteryMonitor-5900,SN-mk501gjv-GWD5BI,Battery Monitor for Turbine Hall operations,"Turbine Hall, Station 14",2020-12-19,192.168.10.34,Profibus,100,SIS-TRB,2025-08-30,2026-06-17
CGN-TRB-0035,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,Current Transformer,2,Critical,Schneider,SCH-CurrentTransformer-1556,SN-mk501gjv-PCQ7ZQ,Current Transformer for Turbine Hall operations,"Turbine Hall, Station 15",2022-09-20,192.168.10.35,Modbus,100,SIS-TRB,2025-06-24,2027-07-28
CGN-TRB-0036,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,Tap Changer Controller,2,Critical,Eaton,EAT-TapChangerController-7708,SN-mk501gjv-GQHIAQ,Tap Changer Controller for Turbine Hall operations,"Turbine Hall, Station 16",2020-09-26,192.168.10.36,Modbus,100,SIS-TRB,2025-08-04,2028-10-13
CGN-TRB-0037,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,Environmental Sensor,2,Critical,Hitachi,HIT-EnvironmentalSensor-8889,SN-mk501gjv-O2IJZP,Environmental Sensor for Turbine Hall operations,"Turbine Hall, Station 17",2023-02-16,192.168.10.37,HART,100,SIS-TRB,2025-10-10,2027-11-21
CGN-TRB-0038,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,Manual Indicator,3,Critical,Hitachi,HIT-ManualIndicator-2678,SN-mk501gjv-514BHD,Manual Indicator for Turbine Hall operations,"Turbine Hall, Station 18",2024-01-14,,,100,SIS-TRB,2025-11-17,2027-11-09
CGN-TRB-0039,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,Protection Relay,1,Critical,ABB,ABB-ProtectionRelay-7439,SN-mk501gjv-MIQ6WR,Protection Relay for Turbine Hall operations,"Turbine Hall, Station 19",2023-05-23,192.168.10.39,Modbus TCP,100,SIS-TRB,2025-07-19,2028-12-18
CGN-TRB-0040,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 2,Protection Relay,1,Critical,ABB,ABB-ProtectionRelay-7307,SN-mk501gjv-MDA63V,Protection Relay for Turbine Hall operations,"Turbine Hall, Station 20",2019-12-26,192.168.10.40,OPC UA,100,SIS-TRB,2025-05-08,2028-10-15
CGN-TRB-0041,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,Voltage Transformer,2,Critical,ABB,ABB-VoltageTransformer-6311,SN-mk501gjv-N8XM6U,Voltage Transformer for Turbine Hall operations,"Turbine Hall, Station 1",2021-04-28,192.168.10.41,HART,100,SIS-TRB,2025-03-26,2028-08-22
CGN-TRB-0042,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,Metering Unit,2,Critical,Hitachi,HIT-MeteringUnit-1444,SN-mk501gjv-A0N14Y,Metering Unit for Turbine Hall operations,"Turbine Hall, Station 2",2020-11-01,192.168.10.42,Modbus,100,SIS-TRB,2025-09-07,2026-04-25
CGN-TRB-0043,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,SCADA RTU,1,Critical,Eaton,EAT-SCADARTU-7052,SN-mk501gjv-Q5STUD,SCADA RTU for Turbine Hall operations,"Turbine Hall, Station 3",2016-11-19,192.168.10.43,IEC 61850,100,SIS-TRB,2025-02-17,2026-12-20
CGN-TRB-0044,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,DFR,2,Critical,Siemens,SIE-DFR-9936,SN-mk501gjv-5S2DUK,DFR for Turbine Hall operations,"Turbine Hall, Station 4",2018-01-28,192.168.10.44,Profibus,100,SIS-TRB,2025-03-30,2027-12-15
CGN-TRB-0045,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,Circuit Breaker,2,Critical,Hitachi,HIT-CircuitBreaker-4720,SN-mk501gjv-A6B8CL,Circuit Breaker for Turbine Hall operations,"Turbine Hall, Station 5",2021-01-15,192.168.10.45,Modbus,100,SIS-TRB,2025-10-06,2027-01-31
CGN-TRB-0046,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,Current Transformer,2,Critical,SEL,SEL-CurrentTransformer-8391,SN-mk501gjv-5GDZ1J,Current Transformer for Turbine Hall operations,"Turbine Hall, Station 6",2023-07-05,192.168.10.46,HART,100,SIS-TRB,2025-08-08,2027-10-25
CGN-TRB-0047,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,Phasor Measurement Unit,1,Critical,Eaton,EAT-PhasorMeasurementUnit-7149,SN-mk501gjv-LMGFG0,Phasor Measurement Unit for Turbine Hall operations,"Turbine Hall, Station 7",2017-12-06,192.168.10.47,OPC UA,100,SIS-TRB,2025-05-06,2027-12-01
CGN-TRB-0048,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,HMI,1,Critical,SEL,SEL-HMI-1654,SN-mk501gjv-DDX4OX,HMI for Turbine Hall operations,"Turbine Hall, Station 8",2023-02-01,192.168.10.48,Modbus TCP,100,SIS-TRB,2025-11-27,2027-11-10
CGN-TRB-0049,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,Metering Unit,2,Critical,Hitachi,HIT-MeteringUnit-6249,SN-mk501gjv-5T7E4O,Metering Unit for Turbine Hall operations,"Turbine Hall, Station 9",2016-01-17,192.168.10.49,Modbus,100,SIS-TRB,2025-01-31,2028-09-23
CGN-TRB-0050,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,Battery Monitor,2,Critical,Siemens,SIE-BatteryMonitor-4877,SN-mk501gjv-K9M6G7,Battery Monitor for Turbine Hall operations,"Turbine Hall, Station 10",2023-03-23,192.168.10.50,Modbus,100,SIS-TRB,2025-03-11,2026-03-10
CGN-TRB-0051,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,Circuit Breaker,2,Critical,Siemens,SIE-CircuitBreaker-6336,SN-mk501gjv-ZUTNHD,Circuit Breaker for Turbine Hall operations,"Turbine Hall, Station 11",2024-11-06,192.168.10.51,Foundation Fieldbus,100,SIS-TRB,2025-11-30,2028-09-10
CGN-TRB-0052,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,Voltage Transformer,2,Critical,Siemens,SIE-VoltageTransformer-8952,SN-mk501gjv-DHND9Q,Voltage Transformer for Turbine Hall operations,"Turbine Hall, Station 12",2021-01-01,192.168.10.52,HART,100,SIS-TRB,2025-07-15,2026-12-15
CGN-TRB-0053,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,Current Transformer,2,Critical,GE,GE-CurrentTransformer-4007,SN-mk501gjv-9GWM0A,Current Transformer for Turbine Hall operations,"Turbine Hall, Station 13",2020-08-05,192.168.10.53,Modbus,100,SIS-TRB,2025-09-13,2027-02-19
CGN-TRB-0054,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,Protection Relay,1,Critical,Schneider,SCH-ProtectionRelay-4358,SN-mk501gjv-OOEAGY,Protection Relay for Turbine Hall operations,"Turbine Hall, Station 14",2016-03-06,192.168.10.54,DNP3,100,SIS-TRB,2025-05-23,2028-05-04
CGN-TRB-0055,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,Circuit Breaker,2,Critical,Toshiba,TOS-CircuitBreaker-9324,SN-mk501gjv-5MGR5X,Circuit Breaker for Turbine Hall operations,"Turbine Hall, Station 15",2017-12-07,192.168.10.55,Profibus,100,SIS-TRB,2025-07-20,2026-02-02
CGN-TRB-0056,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,Voltage Transformer,2,Critical,ABB,ABB-VoltageTransformer-3298,SN-mk501gjv-9G9AT7,Voltage Transformer for Turbine Hall operations,"Turbine Hall, Station 16",2018-06-26,192.168.10.56,Modbus,100,SIS-TRB,2025-05-25,2026-02-16
CGN-TRB-0057,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,Tap Changer Controller,2,Critical,Hitachi,HIT-TapChangerController-1202,SN-mk501gjv-B8CT3K,Tap Changer Controller for Turbine Hall operations,"Turbine Hall, Station 17",2022-04-08,192.168.10.57,Foundation Fieldbus,100,SIS-TRB,2025-05-02,2028-01-04
CGN-TRB-0058,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,Manual Indicator,3,Critical,SEL,SEL-ManualIndicator-2015,SN-mk501gjv-8YCQ84,Manual Indicator for Turbine Hall operations,"Turbine Hall, Station 18",2018-07-17,,,100,SIS-TRB,2025-04-13,2028-06-11
CGN-TRB-0059,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,Capacitor Bank Controller,2,Critical,SEL,SEL-CapacitorBankController-9146,SN-mk501gjv-X25NI3,Capacitor Bank Controller for Turbine Hall operations,"Turbine Hall, Station 19",2017-08-07,192.168.10.59,Foundation Fieldbus,100,SIS-TRB,2025-02-20,2026-05-30
CGN-TRB-0060,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 3,Circuit Breaker,2,Critical,Toshiba,TOS-CircuitBreaker-3087,SN-mk501gjv-UCM8QL,Circuit Breaker for Turbine Hall operations,"Turbine Hall, Station 20",2023-12-06,192.168.10.60,Modbus,100,SIS-TRB,2025-11-30,2026-07-10
CGN-TRB-0061,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 4,Metering Unit,2,Critical,ABB,ABB-MeteringUnit-4821,SN-mk501gjv-KBU9IR,Metering Unit for Turbine Hall operations,"Turbine Hall, Station 1",2018-07-29,192.168.10.61,Foundation Fieldbus,100,SIS-TRB,2025-12-08,2027-07-08
CGN-TRB-0062,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 4,Environmental Sensor,2,Critical,GE,GE-EnvironmentalSensor-4141,SN-mk501gjv-ITSC2J,Environmental Sensor for Turbine Hall operations,"Turbine Hall, Station 2",2021-08-30,192.168.10.62,HART,100,SIS-TRB,2025-03-20,2028-01-25
CGN-TRB-0063,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 4,Protection Relay,1,Critical,Schneider,SCH-ProtectionRelay-3920,SN-mk501gjv-S32WXX,Protection Relay for Turbine Hall operations,"Turbine Hall, Station 3",2021-10-30,192.168.10.63,Ethernet/IP,100,SIS-TRB,2025-06-25,2028-01-02
CGN-TRB-0064,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 4,Disconnect Switch,2,Critical,Siemens,SIE-DisconnectSwitch-6149,SN-mk501gjv-B5RTSD,Disconnect Switch for Turbine Hall operations,"Turbine Hall, Station 4",2024-04-04,192.168.10.64,HART,100,SIS-TRB,2025-07-12,2026-03-25
CGN-TRB-0065,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 4,Manual Indicator,3,Critical,ABB,ABB-ManualIndicator-7060,SN-mk501gjv-4OWFTN,Manual Indicator for Turbine Hall operations,"Turbine Hall, Station 5",2016-03-21,,,100,SIS-TRB,2025-09-12,2026-04-05
CGN-TRB-0066,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 4,Voltage Transformer,2,Critical,Eaton,EAT-VoltageTransformer-2807,SN-mk501gjv-FYSJC0,Voltage Transformer for Turbine Hall operations,"Turbine Hall, Station 6",2022-03-09,192.168.10.66,Profibus,100,SIS-TRB,2025-04-12,2028-05-23
CGN-TRB-0067,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 4,EMS Server,1,Critical,ABB,ABB-EMSServer-7843,SN-mk501gjv-LK57EE,EMS Server for Turbine Hall operations,"Turbine Hall, Station 7",2022-03-10,192.168.10.67,OPC UA,100,SIS-TRB,2025-03-02,2026-08-02
CGN-TRB-0068,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 4,Tap Changer Controller,2,Critical,Eaton,EAT-TapChangerController-1474,SN-mk501gjv-68LNH3,Tap Changer Controller for Turbine Hall operations,"Turbine Hall, Station 8",2023-03-12,192.168.10.68,Profibus,100,SIS-TRB,2025-11-14,2026-03-16
CGN-TRB-0069,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 4,Protection Relay,1,Critical,Hitachi,HIT-ProtectionRelay-4058,SN-mk501gjv-VSAANA,Protection Relay for Turbine Hall operations,"Turbine Hall, Station 9",2023-02-12,192.168.10.69,OPC UA,100,SIS-TRB,2025-10-22,2027-02-11
CGN-TRB-0070,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 4,Environmental Sensor,2,Critical,Toshiba,TOS-EnvironmentalSensor-9430,SN-mk501gjv-XOAK07,Environmental Sensor for Turbine Hall operations,"Turbine Hall, Station 10",2021-10-26,192.168.10.70,Modbus,100,SIS-TRB,2025-05-04,2028-05-25
CGN-TRB-0071,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 4,Disconnect Switch,2,Critical,ABB,ABB-DisconnectSwitch-9177,SN-mk501gjv-BS4GVE,Disconnect Switch for Turbine Hall operations,"Turbine Hall, Station 11",2021-10-07,192.168.10.71,Foundation Fieldbus,100,SIS-TRB,2025-06-28,2026-10-31
CGN-TRB-0072,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 4,Manual Indicator,3,Critical,Hitachi,HIT-ManualIndicator-8319,SN-mk501gjv-TGJPRC,Manual Indicator for Turbine Hall operations,"Turbine Hall, Station 12",2023-02-03,,,100,SIS-TRB,2025-03-02,2028-07-07
CGN-TRB-0073,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 4,Circuit Breaker,2,Critical,ABB,ABB-CircuitBreaker-1216,SN-mk501gjv-MVKOR4,Circuit Breaker for Turbine Hall operations,"Turbine Hall, Station 13",2016-01-26,192.168.10.73,Profibus,100,SIS-TRB,2025-03-11,2028-02-21
CGN-TRB-0074,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 4,Phasor Measurement Unit,1,Critical,ABB,ABB-PhasorMeasurementUnit-6293,SN-mk501gjv-J051NW,Phasor Measurement Unit for Turbine Hall operations,"Turbine Hall, Station 14",2025-06-15,192.168.10.74,DNP3,100,SIS-TRB,2025-07-19,2026-04-29
CGN-TRB-0075,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 4,Current Transformer,2,Critical,SEL,SEL-CurrentTransformer-5832,SN-mk501gjv-MXJ7J8,Current Transformer for Turbine Hall operations,"Turbine Hall, Station 15",2018-11-07,192.168.10.75,Profibus,100,SIS-TRB,2025-07-10,2027-02-18
CGN-TRB-0076,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 4,Metering Unit,2,Critical,SEL,SEL-MeteringUnit-9348,SN-mk501gjv-A5INU3,Metering Unit for Turbine Hall operations,"Turbine Hall, Station 16",2020-04-13,192.168.10.76,Profibus,100,SIS-TRB,2025-07-05,2028-07-31
CGN-TRB-0077,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 4,Current Transformer,2,Critical,Eaton,EAT-CurrentTransformer-1419,SN-mk501gjv-TLQJ98,Current Transformer for Turbine Hall operations,"Turbine Hall, Station 17",2018-07-10,192.168.10.77,HART,100,SIS-TRB,2025-06-17,2026-04-14
CGN-TRB-0078,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 4,Protection Relay,1,Critical,GE,GE-ProtectionRelay-6673,SN-mk501gjv-3G4KM4,Protection Relay for Turbine Hall operations,"Turbine Hall, Station 18",2023-10-02,192.168.10.78,OPC UA,100,SIS-TRB,2025-10-07,2028-10-14
CGN-TRB-0079,Central Generation,CGN,Turbine Hall,TRB,Turbine Hall - Zone 4,IED,1,Critical,Toshiba,TOS-IED-7848,SN-mk501gjv-0YMJ1B,IED for Turbine Hall operations,"Turbine Hall, Station 19",2018-04-10,192.168.10.79,Ethernet/IP,100,SIS-TRB,2025-01-26,2027-06-25
