tag_id,discovered_ip,mac_address,hostname,device_type,vendor,model,firmware_version,protocol,network_segment,first_seen,last_seen,discovery_method,confidence,open_ports,vulnerabilities,cve_ids,os_family,is_managed,last_patch_date,risk_score
BTR-CDU-0017,10.10.10.17,74:fa:4b:70:fb:22,BTR-CDU-temperature-transmitter,Temperature Transmitter,Rockwell,ROC-TemperatureTransmitter-5996,3.2.93,Foundation Fieldbus,VLAN-100,2025-11-18T07:57:36.010Z,2026-01-06T17:35:17.417Z,Network Scan,80,"80,443,22",5,,,true,2025-11-05,59
BTR-CDU-0019,10.10.10.19,11:93:58:0c:85:c0,BTR-CDU-level-transmitter,Level Transmitter,Rockwell,ROC-LevelTransmitter-9881,4.2.39,Profibus,VLAN-100,2025-08-13T16:24:08.032Z,2026-01-06T04:07:58.060Z,Protocol Analysis,88,80,6,CVE-2024-40627;CVE-2023-35742,,false,2025-10-31,70
BTR-CDU-0020,10.10.10.20,78:b2:d4:22:2c:71,BTR-CDU-vfd,VFD,Schneider,SCH-VFD-7656,2.0.33,Modbus,VLAN-100,2025-12-12T10:09:02.785Z,2026-01-04T10:46:23.893Z,Network Scan,78,"80,443,22",7,CVE-2021-37376;CVE-2020-12696,,false,2025-03-08,71
BTR-CDU-0021,10.10.10.21,d6:9e:0c:2b:36:45,BTR-CDU-plc,PLC,Rockwell,ROC-PLC-7677,3.3.4,DNP3,VLAN-100,2025-12-14T17:38:58.408Z,2026-01-03T12:23:51.674Z,SNMP,77,"502,102",0,CVE-2023-21909;CVE-2023-30885,QNX,true,2025-05-14,90
BTR-CDU-0023,10.10.10.23,3c:9e:b8:e8:11:a8,BTR-CDU-temperature-transmitter,Temperature Transmitter,ABB,ABB-TemperatureTransmitter-1398,4.6.9,Foundation Fieldbus,VLAN-100,2025-09-22T20:20:26.412Z,2026-01-03T10:07:34.512Z,SNMP,74,"80,443,22,161,502",6,,,false,2025-05-30,67
BTR-CDU-0024,10.10.10.24,bc:81:52:d5:b1:a7,BTR-CDU-temperature-transmitter,Temperature Transmitter,Honeywell,,5.2.89,Foundation Fieldbus,VLAN-100,2025-08-15T09:57:16.943Z,2026-01-02T18:19:35.223Z,SNMP,85,"80,443,22",4,CVE-2024-13745;CVE-2021-7620,,false,2025-08-09,77
BTR-CDU-0026,10.10.10.26,9c:21:c5:f7:1b:56,BTR-CDU-temperature-transmitter,Temperature Transmitter,Rockwell,ROC-TemperatureTransmitter-5886,2.0.94,Profibus,VLAN-100,2025-07-30T14:39:34.576Z,2026-01-07T15:48:13.575Z,Protocol Analysis,97,"80,443,22",5,,,false,2025-08-08,58
BTR-CDU-0027,10.10.10.27,e6:26:60:b1:85:bc,BTR-CDU-analyzer,Analyzer,Triconex,TRI-Analyzer-9259,2.6.38,Modbus,VLAN-100,2025-09-02T04:03:38.317Z,2026-01-03T20:49:47.522Z,Passive Monitoring,74,"80,443,22",2,CVE-2021-45535;CVE-2023-3605,,false,2025-06-16,78
BTR-CDU-0029,10.10.10.29,c9:79:28:7e:2c:46,BTR-CDU-scada-server,SCADA Server,Emerson,EME-SCADAServer-8683,5.3.30,DNP3,VLAN-100,2025-07-22T03:08:52.058Z,2026-01-02T11:16:51.549Z,Passive Monitoring,83,"502,102,44818,2222",1,,Linux RT,true,2025-02-07,79
,10.10.10.30,8b:d0:66:7a:c3:73,,Gas Detector,Unknown,,5.6.30,Profibus,VLAN-100,2025-08-07T07:54:14.330Z,2026-01-03T10:55:08.860Z,Network Scan,70,"80,443,22,161",4,CVE-2023-6908,,true,2025-10-07,81
BTR-CDU-0031,10.10.10.31,c8:34:bb:e7:61:a2,BTR-CDU-motor-starter,Motor Starter,Siemens,SIE-MotorStarter-9888,2.2.93,Foundation Fieldbus,VLAN-100,2025-12-22T19:37:55.672Z,2026-01-03T23:01:47.810Z,Network Scan,72,"80,443,22",6,CVE-2021-24892,,true,2025-10-16,61
BTR-CDU-0032,10.10.10.32,b2:ff:2f:1c:e7:c5,BTR-CDU-level-transmitter,Level Transmitter,Siemens,SIE-LevelTransmitter-4646,3.5.44,HART,VLAN-100,2025-08-29T10:02:40.418Z,2026-01-05T14:25:20.311Z,Network Scan,84,"80,443,22",4,CVE-2021-32385,,true,2025-09-10,77
BTR-CDU-0034,10.10.10.34,3f:51:3d:cf:32:af,BTR-CDU-plc,PLC,Honeywell,HON-PLC-2579,5.1.58,OPC UA,VLAN-100,2025-12-22T01:20:14.266Z,2026-01-01T12:23:49.524Z,Network Scan,74,"502,102",0,,QNX,true,2025-05-08,85
BTR-CDU-0035,10.10.10.35,3f:e8:83:78:35:05,BTR-CDU-flow-transmitter,Flow Transmitter,Schneider,SCH-FlowTransmitter-9594,3.0.78,Profibus,VLAN-100,2025-07-18T13:15:32.635Z,2026-01-05T22:14:20.879Z,Network Scan,79,80,4,,,true,2025-11-28,75
BTR-CDU-0037,10.10.10.37,62:0b:91:25:09:81,BTR-CDU-flow-transmitter,Flow Transmitter,HIMA,HIM-FlowTransmitter-8238,4.6.4,Foundation Fieldbus,VLAN-100,2025-10-06T18:03:08.869Z,2026-01-01T14:05:52.356Z,Passive Monitoring,88,"80,443,22,161,502",5,,,false,2025-09-28,57
BTR-CDU-0038,10.10.10.38,d9:1b:d0:cc:2b:2f,BTR-CDU-flame-detector,Flame Detector,Rockwell,ROC-FlameDetector-7550,3.0.47,Profibus,VLAN-100,2025-09-19T20:54:19.091Z,2026-01-02T15:49:02.795Z,Active Probe,79,"80,443,22,161",6,,,true,2025-12-16,69
BTR-CDU-0039,10.10.10.39,a0:32:10:6c:1d:d5,BTR-CDU-gas-detector,Gas Detector,Honeywell,HON-GasDetector-3472,3.3.93,Profibus,VLAN-100,2025-07-23T00:06:22.987Z,2026-01-02T22:18:20.912Z,Passive Monitoring,73,80,5,CVE-2023-634;CVE-2023-39186,,true,2025-11-30,74
BTR-CDU-0041,10.10.10.41,a4:59:7d:02:71:be,BTR-CDU-flow-transmitter,Flow Transmitter,HIMA,HIM-FlowTransmitter-7214,3.9.51,Profibus,VLAN-100,2026-01-03T03:04:54.844Z,2026-01-03T18:06:09.617Z,SNMP,78,"80,443",3,CVE-2021-8744;CVE-2022-24138,,false,2025-01-09,66
BTR-CDU-0043,10.10.10.43,ff:ee:d3:1f:ca:c5,BTR-CDU-pressure-transmitter,Pressure Transmitter,ABB,ABB-PressureTransmitter-6169,1.6.84,Profibus,VLAN-100,2025-08-12T03:02:12.184Z,2026-01-01T17:12:46.772Z,Network Scan,71,"80,443,22",4,,,false,2025-04-18,68
BTR-CDU-0046,10.10.10.46,fb:59:6a:88:ff:b4,BTR-CDU-hmi-station,HMI Station,ABB,,1.1.81,OPC UA,VLAN-100,2025-12-24T07:33:52.158Z,2026-01-01T16:17:14.179Z,SNMP,71,"502,102,44818,2222,20000",0,CVE-2021-23966,VxWorks,false,2025-10-31,90
BTR-CDU-0052,10.10.10.52,5b:74:12:05:25:1f,BTR-CDU-motor-starter,Motor Starter,Rockwell,ROC-MotorStarter-4147,1.4.53,Profibus,VLAN-100,2025-08-13T20:24:55.505Z,2026-01-03T10:39:53.670Z,Protocol Analysis,95,80,4,,,true,2025-04-26,69
BTR-CDU-0053,10.10.10.53,c0:ca:16:b5:79:39,BTR-CDU-rtu,RTU,Triconex,TRI-RTU-1840,2.7.41,DNP3,VLAN-100,2025-09-10T04:47:35.238Z,2026-01-01T22:55:59.684Z,SNMP,76,"502,102",2,,Linux RT,true,2025-03-14,84
BTR-CDU-0056,10.10.10.56,1f:08:19:8e:c4:24,BTR-CDU-plc,PLC,ABB,ABB-PLC-2507,1.9.45,Modbus TCP,VLAN-100,2025-11-20T22:28:21.920Z,2026-01-02T22:50:04.721Z,Protocol Analysis,92,"502,102",2,CVE-2022-10673;CVE-2020-48905,Windows Embedded,true,2025-02-18,76
BTR-CDU-0060,10.10.10.60,42:fb:9f:82:b3:0e,BTR-CDU-vfd,VFD,Rockwell,ROC-VFD-5427,4.4.39,Modbus,VLAN-100,2025-12-27T09:47:02.175Z,2026-01-05T09:55:09.524Z,Network Scan,90,"80,443,22,161",1,,,true,2025-12-20,60
BTR-CDU-0061,10.10.10.61,1e:68:28:a1:6b:b0,BTR-CDU-plc,PLC,Schneider,SCH-PLC-3371,4.8.33,DNP3,VLAN-100,2025-12-16T23:13:49.773Z,2026-01-03T13:05:24.430Z,SNMP,75,"502,102",0,CVE-2022-28882;CVE-2023-15106,Windows Embedded,false,2025-09-19,76
BTR-CDU-0063,10.10.10.63,f4:d5:b9:51:af:8e,BTR-CDU-scada-server,SCADA Server,Triconex,TRI-SCADAServer-1262,2.3.96,IEC 61850,VLAN-100,2025-10-27T06:35:52.416Z,2026-01-07T02:39:52.192Z,Network Scan,95,"502,102,44818,2222",0,CVE-2023-19166;CVE-2022-8105,QNX,true,2025-11-01,91
BTR-CDU-0064,10.10.10.64,e9:48:e9:46:5d:eb,BTR-CDU-control-valve,Control Valve,Rockwell,ROC-ControlValve-3872,2.1.41,Foundation Fieldbus,VLAN-100,2025-09-02T10:35:47.904Z,2026-01-06T11:08:39.449Z,Active Probe,79,80,2,,,true,2025-06-18,70
BTR-CDU-0065,10.10.10.65,56:9b:f9:d6:c1:52,BTR-CDU-level-transmitter,Level Transmitter,Triconex,TRI-LevelTransmitter-3447,3.3.35,Foundation Fieldbus,VLAN-100,2025-10-02T01:43:35.436Z,2026-01-04T13:08:39.308Z,Passive Monitoring,97,"80,443,22",4,CVE-2023-45857,,true,2025-10-29,78
,10.10.10.66,c2:9f:16:f5:6a:34,,Temperature Transmitter,Unknown,,2.0.4,HART,VLAN-100,2025-08-24T03:36:15.772Z,2026-01-01T22:34:31.657Z,Network Scan,78,"80,443,22,161,502",0,,,true,2025-04-23,74
BTR-CDU-0067,10.10.10.67,3c:26:a0:f6:2d:50,BTR-CDU-vfd,VFD,Yokogawa,YOK-VFD-4518,2.6.22,Foundation Fieldbus,VLAN-100,2025-11-24T15:25:41.116Z,2026-01-08T02:11:04.522Z,Passive Monitoring,75,"80,443,22",4,,,false,2025-05-27,72
BTR-CDU-0069,10.10.10.69,55:fa:45:20:95:48,BTR-CDU-vfd,VFD,Siemens,SIE-VFD-7963,3.4.75,Foundation Fieldbus,VLAN-100,2025-11-23T03:53:44.028Z,2026-01-04T09:54:40.080Z,SNMP,88,"80,443,22,161,502",6,,,true,2025-02-20,67
BTR-CDU-0071,10.10.10.71,3d:8f:0e:c5:35:ad,BTR-CDU-temperature-transmitter,Temperature Transmitter,Rockwell,ROC-TemperatureTransmitter-6130,3.3.0,Modbus,VLAN-100,2025-11-12T19:13:36.054Z,2026-01-05T06:46:49.700Z,Active Probe,97,"80,443,22,161",6,CVE-2023-47087;CVE-2022-7128,,false,2025-04-26,79
BTR-CDU-0072,10.10.10.72,bb:2b:ac:84:71:aa,BTR-CDU-pressure-transmitter,Pressure Transmitter,Schneider,SCH-PressureTransmitter-8078,5.3.39,Foundation Fieldbus,VLAN-100,2025-07-19T19:13:32.584Z,2026-01-08T00:18:57.830Z,Network Scan,94,"80,443",5,CVE-2020-25662,,true,2025-05-23,73
BTR-CDU-0073,10.10.10.73,57:35:3a:74:30:70,BTR-CDU-analyzer,Analyzer,Rockwell,ROC-Analyzer-1465,5.2.11,Modbus,VLAN-100,2025-10-27T07:19:58.983Z,2026-01-01T17:12:21.780Z,SNMP,85,"80,443,22,161,502",1,CVE-2024-31510;CVE-2021-34467,,true,2025-08-24,76
BTR-CDU-0074,10.10.10.74,41:22:cb:b3:92:70,BTR-CDU-plc,PLC,Triconex,TRI-PLC-4278,1.3.26,OPC UA,VLAN-100,2025-09-26T21:42:52.982Z,2026-01-05T14:01:47.042Z,Protocol Analysis,95,"502,102,44818,2222",2,,Linux RT,true,2025-07-08,78
BTR-CDU-0076,10.10.10.76,69:18:97:50:28:ee,BTR-CDU-network-switch,Network Switch,Siemens,SIE-NetworkSwitch-4420,4.7.80,HART,VLAN-100,2026-01-04T05:50:16.406Z,2026-01-04T17:32:18.255Z,Active Probe,92,"80,443,22,161",0,CVE-2020-25574;CVE-2024-7764,,true,2025-12-23,62
BTR-CDU-0081,10.10.10.81,70:80:3c:4b:80:c8,BTR-CDU-flame-detector,Flame Detector,Rockwell,ROC-FlameDetector-8208,5.0.19,HART,VLAN-100,2025-10-20T12:55:13.539Z,2026-01-06T07:22:36.313Z,Active Probe,76,"80,443",7,,,true,2025-04-12,67
,10.10.10.82,c1:6b:01:29:14:c2,,Unknown,Unknown,,3.9.87,Modbus,VLAN-100,2025-10-02T16:24:42.358Z,2026-01-05T17:51:37.366Z,Network Scan,90,"80,443,22,161,502",1,CVE-2021-13440,,false,2025-03-11,74
BTR-CDU-0083,10.10.10.83,b7:54:30:87:2b:19,,DCS Controller,Honeywell,,3.3.7,Ethernet/IP,VLAN-100,2025-09-09T13:54:34.771Z,2026-01-06T07:39:01.461Z,Network Scan,96,502,0,,Windows Embedded,true,2025-10-26,87
BTR-CDU-0084,10.10.10.84,f1:4c:f5:da:dc:92,BTR-CDU-pressure-transmitter,Pressure Transmitter,Honeywell,HON-PressureTransmitter-1137,3.8.74,Modbus,VLAN-100,2025-10-22T20:48:29.489Z,2026-01-07T19:34:29.022Z,Protocol Analysis,71,"80,443",6,CVE-2021-35394,,false,2025-08-28,70
BTR-CDU-0086,10.10.10.86,62:6a:83:30:3d:98,BTR-CDU-scada-server,SCADA Server,Honeywell,HON-SCADAServer-8797,5.2.64,Modbus TCP,VLAN-100,2025-08-03T07:05:16.279Z,2026-01-04T01:34:18.866Z,Active Probe,76,502,2,,QNX,true,2025-01-19,70
BTR-CDU-0087,10.10.10.87,9a:dc:0a:ad:6a:fc,BTR-CDU-temperature-transmitter,Temperature Transmitter,Siemens,SIE-TemperatureTransmitter-7677,2.3.71,HART,VLAN-100,2025-10-06T15:24:30.077Z,2026-01-04T19:38:27.973Z,Network Scan,75,"80,443,22,161,502",4,CVE-2020-15792,,true,2025-11-08,64
BTR-CDU-0089,10.10.10.89,4c:23:93:3f:3c:1f,BTR-CDU-pressure-transmitter,Pressure Transmitter,Rockwell,ROC-PressureTransmitter-8052,4.6.44,HART,VLAN-100,2025-09-02T06:44:22.414Z,2026-01-02T14:48:00.384Z,Passive Monitoring,98,"80,443,22,161,502",0,CVE-2021-45333;CVE-2021-8941,,false,2025-02-06,65
BTR-CDU-0092,10.10.10.92,af:74:17:f8:e8:06,BTR-CDU-control-valve,Control Valve,Siemens,SIE-ControlValve-1884,1.6.13,Modbus,VLAN-100,2025-09-10T04:46:58.001Z,2026-01-06T09:26:03.512Z,Network Scan,93,"80,443,22,161,502",0,,,true,2025-01-31,59
BTR-CDU-0093,10.10.10.93,75:b7:87:e8:f0:5a,BTR-CDU-plc,PLC,Siemens,SIE-PLC-2845,5.3.98,Modbus TCP,VLAN-100,2025-09-26T08:20:47.118Z,2026-01-07T01:01:36.140Z,SNMP,83,"502,102",0,,VxWorks,true,2025-03-10,87
BTR-CDU-0095,10.10.10.95,20:2f:94:71:70:e9,BTR-CDU-temperature-transmitter,Temperature Transmitter,Yokogawa,YOK-TemperatureTransmitter-9627,2.9.31,Modbus,VLAN-100,2025-08-16T19:19:13.239Z,2026-01-04T19:53:26.703Z,Passive Monitoring,93,"80,443,22,161,502",2,CVE-2020-32648;CVE-2021-43309,,true,2025-01-28,62
BTR-CDU-0096,10.10.10.96,03:02:54:4a:8b:b8,BTR-CDU-level-transmitter,Level Transmitter,Schneider,SCH-LevelTransmitter-5173,4.0.16,Foundation Fieldbus,VLAN-100,2025-12-12T12:21:40.577Z,2026-01-05T10:49:27.742Z,Active Probe,99,"80,443,22",0,,,false,2025-05-13,81
BTR-CDU-0097,10.10.10.97,56:33:bc:1d:07:4e,BTR-CDU-pressure-transmitter,Pressure Transmitter,ABB,ABB-PressureTransmitter-4000,5.4.78,Modbus,VLAN-100,2025-11-26T15:26:02.199Z,2026-01-04T00:18:37.314Z,SNMP,73,"80,443",7,CVE-2020-30466;CVE-2020-23329,,true,2025-05-02,67
BTR-CDU-0098,10.10.10.98,0a:65:de:b2:7d:e8,BTR-CDU-historian-server,Historian Server,Triconex,TRI-HistorianServer-3270,2.7.86,Ethernet/IP,VLAN-100,2025-08-11T08:16:30.983Z,2026-01-06T15:31:21.207Z,Active Probe,80,502,1,CVE-2024-14674;CVE-2022-21917,QNX,true,2025-12-19,85
BTR-CDU-0101,10.10.10.101,74:8a:de:4c:69:3c,BTR-CDU-control-valve,Control Valve,Siemens,SIE-ControlValve-2112,5.1.99,Foundation Fieldbus,VLAN-100,2025-09-19T05:29:20.590Z,2026-01-04T13:54:05.284Z,Active Probe,79,"80,443",7,CVE-2024-43734;CVE-2024-1209,,true,2025-06-15,68
BTR-CDU-0102,10.10.10.102,86:77:93:86:c0:ef,BTR-CDU-control-valve,Control Valve,Triconex,TRI-ControlValve-7401,5.0.85,Modbus,VLAN-100,2025-10-10T17:26:09.534Z,2026-01-05T05:53:24.698Z,Active Probe,88,"80,443,22,161,502",4,CVE-2024-2410;CVE-2020-33317,,false,2025-10-23,62
BTR-CDU-0104,10.10.10.104,13:70:6b:d1:8f:ea,BTR-CDU-flow-transmitter,Flow Transmitter,Triconex,TRI-FlowTransmitter-4836,5.1.21,HART,VLAN-100,2025-08-15T20:53:55.479Z,2026-01-06T05:25:53.764Z,Protocol Analysis,76,80,4,CVE-2021-37533;CVE-2022-23088,,true,2025-07-27,75
,10.10.10.105,c5:a5:71:96:d8:e9,,Flame Detector,Unknown,,1.0.33,HART,VLAN-100,2025-09-29T12:12:59.885Z,2026-01-07T23:00:57.658Z,Network Scan,76,"80,443,22,161",5,,,true,2025-12-11,82
BTR-CDU-0108,10.10.10.108,a0:d8:04:9e:25:38,BTR-CDU-control-valve,Control Valve,Emerson,EME-ControlValve-6841,4.2.74,Modbus,VLAN-100,2025-07-22T17:48:03.813Z,2026-01-05T16:33:46.448Z,Network Scan,91,"80,443,22",2,CVE-2020-9496,,false,2025-12-03,78
BTR-CDU-0109,10.10.10.109,d5:ab:70:c6:7d:ff,,Temperature Transmitter,Unknown,,5.7.31,Foundation Fieldbus,VLAN-100,2025-08-22T18:09:19.606Z,2026-01-07T19:16:36.441Z,SNMP,93,"80,443,22",1,,,true,2025-10-31,80
BTR-CDU-0115,10.10.10.115,b4:46:53:90:94:0f,BTR-CDU-network-switch,Network Switch,ABB,ABB-NetworkSwitch-5636,3.6.0,HART,VLAN-100,2025-09-30T10:40:38.848Z,2026-01-04T16:00:39.836Z,Network Scan,99,"80,443,22,161,502",0,CVE-2023-22541,,false,2025-07-02,71
BTR-CDU-0116,10.10.10.116,a7:07:46:7a:9b:80,BTR-CDU-scada-server,SCADA Server,Siemens,,1.8.45,Ethernet/IP,VLAN-100,2025-12-12T00:45:42.984Z,2026-01-05T13:47:04.170Z,SNMP,70,"502,102,44818,2222",1,,QNX,false,2025-06-01,86
,10.10.10.117,c8:60:66:03:d3:5a,,Flow Transmitter,Unknown,,5.9.2,Modbus,VLAN-100,2026-01-02T19:03:44.424Z,2026-01-01T06:22:11.517Z,SNMP,91,"80,443,22,161",6,CVE-2022-1213,,true,2025-09-05,84
BTR-CDU-0118,10.10.10.118,e6:30:b9:36:bc:4f,BTR-CDU-temperature-transmitter,Temperature Transmitter,Siemens,SIE-TemperatureTransmitter-7182,4.0.70,HART,VLAN-100,2025-09-05T04:38:57.703Z,2026-01-05T15:54:02.804Z,Network Scan,77,"80,443",5,CVE-2023-26255,,true,2025-08-31,83
BTR-CDU-0119,10.10.10.119,fd:ba:13:82:81:b0,BTR-CDU-vfd,VFD,Siemens,SIE-VFD-5298,2.9.72,Foundation Fieldbus,VLAN-100,2025-07-24T11:38:41.095Z,2026-01-04T00:54:28.973Z,Passive Monitoring,85,80,4,CVE-2022-42887;CVE-2020-39194,,false,2025-11-15,79
BTR-CDU-0121,10.10.10.121,3f:e4:1f:e2:ab:5a,BTR-CDU-pressure-transmitter,Pressure Transmitter,HIMA,HIM-PressureTransmitter-5297,3.9.74,Profibus,VLAN-100,2025-11-30T08:25:14.338Z,2026-01-06T15:26:56.716Z,Protocol Analysis,96,80,0,,,true,2025-07-18,72
BTR-CDU-0122,10.10.10.122,0a:16:bf:89:cc:ca,BTR-CDU-safety-plc,Safety PLC,ABB,ABB-SafetyPLC-9901,4.7.31,OPC UA,VLAN-100,2025-10-11T09:18:57.932Z,2026-01-02T03:54:23.597Z,Active Probe,74,"502,102",1,CVE-2023-7457,QNX,true,2025-05-01,78
BTR-CDU-0123,10.10.10.123,a4:a9:9a:4f:b6:59,BTR-CDU-pressure-transmitter,Pressure Transmitter,Emerson,EME-PressureTransmitter-1428,1.3.87,Modbus,VLAN-100,2025-11-25T00:32:49.053Z,2026-01-05T14:46:36.016Z,Passive Monitoring,90,"80,443,22,161",6,CVE-2022-14143,,true,2025-12-09,70
BTR-CDU-0124,10.10.10.124,5b:c3:9a:8f:37:2f,BTR-CDU-flame-detector,Flame Detector,Rockwell,ROC-FlameDetector-3867,3.0.20,Foundation Fieldbus,VLAN-100,2025-11-07T03:17:06.409Z,2026-01-01T07:12:02.525Z,Active Probe,95,"80,443,22,161",6,CVE-2023-49072,,true,2025-11-24,72
BTR-CDU-0125,10.10.10.125,f5:77:a0:00:91:8b,BTR-CDU-vfd,VFD,Yokogawa,YOK-VFD-7720,5.9.79,Profibus,VLAN-100,2025-11-14T17:47:06.570Z,2026-01-07T19:32:20.782Z,Protocol Analysis,76,80,4,CVE-2023-27912,,false,2025-03-09,70
BTR-CDU-0126,10.10.10.126,f9:82:46:79:3b:f7,BTR-CDU-temperature-transmitter,Temperature Transmitter,Triconex,TRI-TemperatureTransmitter-6000,1.4.32,HART,VLAN-100,2025-10-13T12:04:43.582Z,2026-01-01T14:32:47.248Z,Passive Monitoring,78,80,0,CVE-2024-18702;CVE-2022-37317,,false,2025-02-19,66
BTR-CDU-0127,10.10.10.127,36:8b:f8:b9:3f:5d,BTR-CDU-plc,PLC,Honeywell,HON-PLC-5012,1.8.34,DNP3,VLAN-100,2025-12-19T18:27:19.687Z,2026-01-05T19:33:29.606Z,Protocol Analysis,95,"502,102,44818,2222,20000",1,CVE-2022-27430,Linux RT,false,2025-09-05,73
BTR-CDU-0128,10.10.10.128,0b:27:96:ac:f5:73,BTR-CDU-pressure-transmitter,Pressure Transmitter,Schneider,SCH-PressureTransmitter-9392,1.9.54,Profibus,VLAN-100,2025-09-19T23:18:10.975Z,2026-01-02T10:25:56.382Z,Protocol Analysis,98,80,5,CVE-2023-1651,,true,2025-12-10,69
BTR-CDU-0129,10.10.10.129,9d:77:50:a5:75:00,BTR-CDU-safety-plc,Safety PLC,Schneider,SCH-SafetyPLC-9999,5.5.66,DNP3,VLAN-100,2025-09-21T06:37:37.549Z,2026-01-07T09:34:48.891Z,Passive Monitoring,92,"502,102,44818,2222",1,,Windows Embedded,true,2025-12-01,93
BTR-CDU-0130,10.10.10.130,41:9f:73:75:1f:8a,BTR-CDU-pressure-transmitter,Pressure Transmitter,HIMA,HIM-PressureTransmitter-7271,4.4.8,Profibus,VLAN-100,2026-01-03T18:59:54.716Z,2026-01-06T21:29:39.832Z,Active Probe,74,"80,443,22,161,502",1,,,false,2025-11-16,65
BTR-CDU-0131,10.10.10.131,60:54:18:00:2b:ce,BTR-CDU-network-switch,Network Switch,Emerson,EME-NetworkSwitch-7048,5.3.58,Foundation Fieldbus,VLAN-100,2025-11-21T04:48:45.980Z,2026-01-06T07:27:07.144Z,Protocol Analysis,75,"80,443,22,161,502",1,CVE-2023-7564;CVE-2022-13347,,true,2025-12-09,81
BTR-CDU-0132,10.10.10.132,30:af:e9:ac:f1:b5,BTR-CDU-vfd,VFD,ABB,ABB-VFD-1105,3.8.50,Modbus,VLAN-100,2025-11-29T02:37:42.151Z,2026-01-02T15:26:12.846Z,Protocol Analysis,76,"80,443",3,,,true,2025-03-16,64
BTR-CDU-0135,10.10.10.135,b0:4e:f6:4c:af:2c,BTR-CDU-temperature-transmitter,Temperature Transmitter,Honeywell,,1.4.10,Modbus,VLAN-100,2025-09-22T05:39:54.985Z,2026-01-04T00:30:39.613Z,SNMP,95,"80,443,22",7,CVE-2022-32993,,true,2025-05-03,84
