tag_id,plant,plant_code,unit,unit_code,area,device_type,security_tier,criticality,manufacturer,model,serial_number,description,location,installation_date,expected_ip,expected_protocol,vlan,safety_system,last_maintenance,warranty_expires
BTR-CDU-0014,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 1,Flow Transmitter,2,Critical,Honeywell,HON-FlowTransmitter-1584,SN-mk501vme-RERE52,Flow Transmitter for Crude Distillation Unit operations,"Crude Distillation Unit, Station 14",2020-01-28,10.10.10.14,Modbus,100,SIS-CDU,2025-04-24,2027-11-02
BTR-CDU-0015,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 1,Temperature Transmitter,2,Critical,HIMA,HIM-TemperatureTransmitter-6669,SN-mk501vme-KDCH5I,Temperature Transmitter for Crude Distillation Unit operations,"Crude Distillation Unit, Station 15",2019-11-17,10.10.10.15,Profibus,100,SIS-CDU,2025-07-23,2026-08-02
BTR-CDU-0016,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 1,Gas Detector,2,Critical,Honeywell,HON-GasDetector-7500,SN-mk501vme-8TB5BU,Gas Detector for Crude Distillation Unit operations,"Crude Distillation Unit, Station 16",2017-11-02,10.10.10.16,Modbus,100,SIS-CDU,2025-11-22,2027-04-07
BTR-CDU-0017,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 1,Temperature Transmitter,2,Critical,Rockwell,ROC-TemperatureTransmitter-5996,SN-mk501vme-DST8V8,Temperature Transmitter for Crude Distillation Unit operations,"Crude Distillation Unit, Station 17",2018-09-19,10.10.10.17,Foundation Fieldbus,100,SIS-CDU,2025-09-09,2026-12-07
BTR-CDU-0018,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 1,Gauge,3,Critical,Yokogawa,YOK-Gauge-5000,SN-mk501vme-Q93W8M,Gauge for Crude Distillation Unit operations,"Crude Distillation Unit, Station 18",2020-08-03,,,100,SIS-CDU,2025-07-31,2026-04-01
BTR-CDU-0019,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 1,Level Transmitter,2,Critical,Rockwell,ROC-LevelTransmitter-9881,SN-mk501vme-VZM52N,Level Transmitter for Crude Distillation Unit operations,"Crude Distillation Unit, Station 19",2019-04-06,10.10.10.19,Profibus,100,SIS-CDU,2025-02-19,2027-02-19
BTR-CDU-0020,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 1,VFD,2,Critical,Schneider,SCH-VFD-7656,SN-mk501vme-YCQOKE,VFD for Crude Distillation Unit operations,"Crude Distillation Unit, Station 20",2016-05-27,10.10.10.20,Modbus,100,SIS-CDU,2025-04-14,2027-10-27
BTR-CDU-0021,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 2,PLC,1,Critical,Rockwell,ROC-PLC-7677,SN-mk501vme-HPPS25,PLC for Crude Distillation Unit operations,"Crude Distillation Unit, Station 1",2016-06-11,10.10.10.21,DNP3,100,SIS-CDU,2025-11-15,2026-05-27
BTR-CDU-0022,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 2,Gauge,3,Critical,HIMA,HIM-Gauge-9408,SN-mk501vme-X6VFCC,Gauge for Crude Distillation Unit operations,"Crude Distillation Unit, Station 2",2016-08-20,,,100,SIS-CDU,2025-03-31,2026-11-03
BTR-CDU-0023,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 2,Temperature Transmitter,2,Critical,ABB,ABB-TemperatureTransmitter-1398,SN-mk501vme-5K7DX6,Temperature Transmitter for Crude Distillation Unit operations,"Crude Distillation Unit, Station 3",2025-12-11,10.10.10.23,Foundation Fieldbus,100,SIS-CDU,2025-01-22,2027-02-26
BTR-CDU-0024,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 2,Temperature Transmitter,2,Critical,Honeywell,HON-TemperatureTransmitter-2477,SN-mk501vme-5BSE59,Temperature Transmitter for Crude Distillation Unit operations,"Crude Distillation Unit, Station 4",2021-06-09,10.10.10.24,Foundation Fieldbus,100,SIS-CDU,2025-10-31,2028-05-28
BTR-CDU-0025,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 2,Gauge,3,Critical,Rockwell,ROC-Gauge-9862,SN-mk501vme-IMWBFI,Gauge for Crude Distillation Unit operations,"Crude Distillation Unit, Station 5",2024-10-10,,,100,SIS-CDU,2025-07-08,2028-10-04
BTR-CDU-0026,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 2,Temperature Transmitter,2,Critical,Rockwell,ROC-TemperatureTransmitter-5886,SN-mk501vme-FXQNAW,Temperature Transmitter for Crude Distillation Unit operations,"Crude Distillation Unit, Station 6",2018-08-14,10.10.10.26,Profibus,100,SIS-CDU,2025-09-21,2027-10-26
BTR-CDU-0027,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 2,Analyzer,2,Critical,Triconex,TRI-Analyzer-9259,SN-mk501vme-MFQ7ZM,Analyzer for Crude Distillation Unit operations,"Crude Distillation Unit, Station 7",2021-03-01,10.10.10.27,Modbus,100,SIS-CDU,2025-10-03,2028-04-28
BTR-CDU-0028,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 2,Gauge,3,Critical,Yokogawa,YOK-Gauge-9789,SN-mk501vme-EUSNQX,Gauge for Crude Distillation Unit operations,"Crude Distillation Unit, Station 8",2023-03-18,,,100,SIS-CDU,2026-01-07,2026-07-20
BTR-CDU-0029,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 2,SCADA Server,1,Critical,Emerson,EME-SCADAServer-8683,SN-mk501vme-0IVLE1,SCADA Server for Crude Distillation Unit operations,"Crude Distillation Unit, Station 9",2019-11-13,10.10.10.29,DNP3,100,SIS-CDU,2025-11-29,2027-04-01
BTR-CDU-0030,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 2,Gas Detector,2,Critical,Emerson,EME-GasDetector-6815,SN-mk501vme-XYF7Q7,Gas Detector for Crude Distillation Unit operations,"Crude Distillation Unit, Station 10",2024-04-25,10.10.10.30,Profibus,100,SIS-CDU,2025-08-07,2028-02-08
BTR-CDU-0031,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 2,Motor Starter,2,Critical,Siemens,SIE-MotorStarter-9888,SN-mk501vme-S1QGML,Motor Starter for Crude Distillation Unit operations,"Crude Distillation Unit, Station 11",2016-05-24,10.10.10.31,Foundation Fieldbus,100,SIS-CDU,2025-09-27,2028-07-06
BTR-CDU-0032,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 2,Level Transmitter,2,Critical,Siemens,SIE-LevelTransmitter-4646,SN-mk501vme-5JEVX0,Level Transmitter for Crude Distillation Unit operations,"Crude Distillation Unit, Station 12",2023-04-17,10.10.10.32,HART,100,SIS-CDU,2025-10-31,2026-08-22
BTR-CDU-0033,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 2,VFD,2,Critical,Honeywell,HON-VFD-5194,SN-mk501vme-3DLGM9,VFD for Crude Distillation Unit operations,"Crude Distillation Unit, Station 13",2020-05-17,10.10.10.33,Profibus,100,SIS-CDU,2025-05-29,2026-07-29
BTR-CDU-0034,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 2,PLC,1,Critical,Honeywell,HON-PLC-2579,SN-mk501vme-DV0XAK,PLC for Crude Distillation Unit operations,"Crude Distillation Unit, Station 14",2016-04-16,10.10.10.34,OPC UA,100,SIS-CDU,2025-10-01,2028-08-09
BTR-CDU-0035,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 2,Flow Transmitter,2,Critical,Schneider,SCH-FlowTransmitter-9594,SN-mk501vme-PRCRPU,Flow Transmitter for Crude Distillation Unit operations,"Crude Distillation Unit, Station 15",2016-09-15,10.10.10.35,Profibus,100,SIS-CDU,2025-08-28,2028-12-27
BTR-CDU-0036,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 2,Gauge,3,Critical,Schneider,SCH-Gauge-7805,SN-mk501vme-G639A2,Gauge for Crude Distillation Unit operations,"Crude Distillation Unit, Station 16",2018-08-22,,,100,SIS-CDU,2025-07-22,2028-08-18
BTR-CDU-0037,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 2,Flow Transmitter,2,Critical,HIMA,HIM-FlowTransmitter-8238,SN-mk501vme-PTZAIY,Flow Transmitter for Crude Distillation Unit operations,"Crude Distillation Unit, Station 17",2021-08-22,10.10.10.37,Foundation Fieldbus,100,SIS-CDU,2025-08-23,2027-10-07
BTR-CDU-0038,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 2,Flame Detector,2,Critical,Rockwell,ROC-FlameDetector-7550,SN-mk501vme-EA3Z6F,Flame Detector for Crude Distillation Unit operations,"Crude Distillation Unit, Station 18",2022-05-27,10.10.10.38,Profibus,100,SIS-CDU,2025-11-22,2027-11-27
BTR-CDU-0039,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 2,Gas Detector,2,Critical,Honeywell,HON-GasDetector-3472,SN-mk501vme-FZL6ZB,Gas Detector for Crude Distillation Unit operations,"Crude Distillation Unit, Station 19",2026-01-07,10.10.10.39,Profibus,100,SIS-CDU,2025-06-21,2028-09-26
BTR-CDU-0040,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 2,Level Transmitter,2,Critical,Siemens,SIE-LevelTransmitter-8730,SN-mk501vme-FHFXES,Level Transmitter for Crude Distillation Unit operations,"Crude Distillation Unit, Station 20",2016-10-23,10.10.10.40,Modbus,100,SIS-CDU,2025-07-02,2026-05-04
BTR-CDU-0041,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 3,Flow Transmitter,2,Critical,HIMA,HIM-FlowTransmitter-7214,SN-mk501vme-YFDB56,Flow Transmitter for Crude Distillation Unit operations,"Crude Distillation Unit, Station 1",2022-10-09,10.10.10.41,Profibus,100,SIS-CDU,2025-09-02,2028-10-20
BTR-CDU-0042,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 3,Pressure Transmitter,2,Critical,Triconex,TRI-PressureTransmitter-1616,SN-mk501vme-YJC78F,Pressure Transmitter for Crude Distillation Unit operations,"Crude Distillation Unit, Station 2",2022-12-18,10.10.10.42,Profibus,100,SIS-CDU,2025-03-27,2028-10-13
BTR-CDU-0043,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 3,Pressure Transmitter,2,Critical,ABB,ABB-PressureTransmitter-6169,SN-mk501vme-EKJXOZ,Pressure Transmitter for Crude Distillation Unit operations,"Crude Distillation Unit, Station 3",2021-11-05,10.10.10.43,Profibus,100,SIS-CDU,2025-05-06,2026-12-10
BTR-CDU-0044,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 3,Gas Detector,2,Critical,ABB,ABB-GasDetector-4382,SN-mk501vme-EDFKSR,Gas Detector for Crude Distillation Unit operations,"Crude Distillation Unit, Station 4",2025-02-21,10.10.10.44,Foundation Fieldbus,100,SIS-CDU,2025-04-27,2028-06-11
BTR-CDU-0045,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 3,Gauge,3,Critical,Yokogawa,YOK-Gauge-7286,SN-mk501vme-5NBAKK,Gauge for Crude Distillation Unit operations,"Crude Distillation Unit, Station 5",2019-11-05,,,100,SIS-CDU,2025-10-19,2027-04-12
BTR-CDU-0046,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 3,HMI Station,1,Critical,ABB,ABB-HMIStation-3843,SN-mk501vme-RR9OE9,HMI Station for Crude Distillation Unit operations,"Crude Distillation Unit, Station 6",2020-03-09,10.10.10.46,OPC UA,100,SIS-CDU,2025-05-29,2027-03-13
BTR-CDU-0047,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 3,VFD,2,Critical,Schneider,SCH-VFD-9063,SN-mk501vme-RUF1RK,VFD for Crude Distillation Unit operations,"Crude Distillation Unit, Station 7",2016-03-12,10.10.10.47,Foundation Fieldbus,100,SIS-CDU,2025-11-29,2026-10-04
BTR-CDU-0048,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 3,Gauge,3,Critical,Triconex,TRI-Gauge-7283,SN-mk501vme-TVS4TO,Gauge for Crude Distillation Unit operations,"Crude Distillation Unit, Station 8",2024-01-13,,,100,SIS-CDU,2025-11-29,2028-04-25
BTR-CDU-0049,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 3,Pressure Transmitter,2,Critical,ABB,ABB-PressureTransmitter-4724,SN-mk501vme-HYFWK4,Pressure Transmitter for Crude Distillation Unit operations,"Crude Distillation Unit, Station 9",2021-04-26,10.10.10.49,HART,100,SIS-CDU,2025-02-19,2028-07-01
BTR-CDU-0050,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 3,Gauge,3,Critical,ABB,ABB-Gauge-8737,SN-mk501vme-UK8VB8,Gauge for Crude Distillation Unit operations,"Crude Distillation Unit, Station 10",2021-08-20,,,100,SIS-CDU,2025-07-21,2026-02-24
BTR-CDU-0051,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 3,HMI Station,1,Critical,ABB,ABB-HMIStation-4164,SN-mk501vme-R8AQOX,HMI Station for Crude Distillation Unit operations,"Crude Distillation Unit, Station 11",2020-12-30,10.10.10.51,OPC UA,100,SIS-CDU,2025-12-18,2026-01-14
BTR-CDU-0052,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 3,Motor Starter,2,Critical,Rockwell,ROC-MotorStarter-4147,SN-mk501vme-MTICOM,Motor Starter for Crude Distillation Unit operations,"Crude Distillation Unit, Station 12",2021-01-24,10.10.10.52,Profibus,100,SIS-CDU,2025-03-22,2026-03-28
BTR-CDU-0053,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 3,RTU,1,Critical,Triconex,TRI-RTU-1840,SN-mk501vme-7NRJ25,RTU for Crude Distillation Unit operations,"Crude Distillation Unit, Station 13",2024-01-07,10.10.10.53,DNP3,100,SIS-CDU,2025-03-13,2028-05-31
BTR-CDU-0054,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 3,Manual Valve,3,Critical,Emerson,EME-ManualValve-3020,SN-mk501vme-73W1OP,Manual Valve for Crude Distillation Unit operations,"Crude Distillation Unit, Station 14",2018-04-19,,,100,SIS-CDU,2025-02-13,2026-11-20
BTR-CDU-0055,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 3,Motor Starter,2,Critical,Triconex,TRI-MotorStarter-9232,SN-mk501vme-4Y5DFJ,Motor Starter for Crude Distillation Unit operations,"Crude Distillation Unit, Station 15",2017-03-02,10.10.10.55,Profibus,100,SIS-CDU,2025-06-22,2027-02-08
BTR-CDU-0056,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 3,PLC,1,Critical,ABB,ABB-PLC-2507,SN-mk501vme-7ZOGCZ,PLC for Crude Distillation Unit operations,"Crude Distillation Unit, Station 16",2024-03-05,10.10.10.56,Modbus TCP,100,SIS-CDU,2025-03-26,2027-07-13
BTR-CDU-0057,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 3,Analyzer,2,Critical,Schneider,SCH-Analyzer-3272,SN-mk501vme-SU5VY7,Analyzer for Crude Distillation Unit operations,"Crude Distillation Unit, Station 17",2021-02-06,10.10.10.57,Profibus,100,SIS-CDU,2025-10-14,2027-09-04
BTR-CDU-0058,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 3,Gauge,3,Critical,Yokogawa,YOK-Gauge-7386,SN-mk501vme-D67YJK,Gauge for Crude Distillation Unit operations,"Crude Distillation Unit, Station 18",2025-04-05,,,100,SIS-CDU,2025-06-15,2028-01-10
BTR-CDU-0059,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 3,Gas Detector,2,Critical,Honeywell,HON-GasDetector-5140,SN-mk501vme-UZBBMJ,Gas Detector for Crude Distillation Unit operations,"Crude Distillation Unit, Station 19",2025-03-05,10.10.10.59,Profibus,100,SIS-CDU,2025-09-07,2026-05-26
BTR-CDU-0060,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 3,VFD,2,Critical,Rockwell,ROC-VFD-5427,SN-mk501vme-8JBZME,VFD for Crude Distillation Unit operations,"Crude Distillation Unit, Station 20",2020-01-26,10.10.10.60,Modbus,100,SIS-CDU,2025-02-10,2027-01-01
BTR-CDU-0061,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 4,PLC,1,Critical,Schneider,SCH-PLC-3371,SN-mk501vmf-N6F3SL,PLC for Crude Distillation Unit operations,"Crude Distillation Unit, Station 1",2020-05-28,10.10.10.61,DNP3,100,SIS-CDU,2025-08-13,2026-08-21
BTR-CDU-0062,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 4,Relief Valve,3,Critical,Yokogawa,YOK-ReliefValve-2723,SN-mk501vmf-QDMTWQ,Relief Valve for Crude Distillation Unit operations,"Crude Distillation Unit, Station 2",2023-01-21,,,100,SIS-CDU,2025-01-31,2028-01-02
BTR-CDU-0063,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 4,SCADA Server,1,Critical,Triconex,TRI-SCADAServer-1262,SN-mk501vmf-YOTTGE,SCADA Server for Crude Distillation Unit operations,"Crude Distillation Unit, Station 3",2023-02-14,10.10.10.63,IEC 61850,100,SIS-CDU,2025-05-22,2027-02-18
BTR-CDU-0064,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 4,Control Valve,2,Critical,Rockwell,ROC-ControlValve-3872,SN-mk501vmf-WFXW19,Control Valve for Crude Distillation Unit operations,"Crude Distillation Unit, Station 4",2024-10-08,10.10.10.64,Foundation Fieldbus,100,SIS-CDU,2025-05-16,2028-01-18
BTR-CDU-0065,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 4,Level Transmitter,2,Critical,Triconex,TRI-LevelTransmitter-3447,SN-mk501vmf-TV7F4Z,Level Transmitter for Crude Distillation Unit operations,"Crude Distillation Unit, Station 5",2019-06-11,10.10.10.65,Foundation Fieldbus,100,SIS-CDU,2025-06-15,2027-11-01
BTR-CDU-0066,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 4,Temperature Transmitter,2,Critical,HIMA,HIM-TemperatureTransmitter-6453,SN-mk501vmf-1JMP6T,Temperature Transmitter for Crude Distillation Unit operations,"Crude Distillation Unit, Station 6",2023-04-11,10.10.10.66,HART,100,SIS-CDU,2025-03-25,2027-10-20
BTR-CDU-0067,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 4,VFD,2,Critical,Yokogawa,YOK-VFD-4518,SN-mk501vmf-0YT4NQ,VFD for Crude Distillation Unit operations,"Crude Distillation Unit, Station 7",2024-10-18,10.10.10.67,Foundation Fieldbus,100,SIS-CDU,2025-02-24,2027-01-26
BTR-CDU-0068,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 4,Manual Valve,3,Critical,Honeywell,HON-ManualValve-4828,SN-mk501vmf-P1QG23,Manual Valve for Crude Distillation Unit operations,"Crude Distillation Unit, Station 8",2022-04-23,,,100,SIS-CDU,2025-06-19,2026-10-17
BTR-CDU-0069,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 4,VFD,2,Critical,Siemens,SIE-VFD-7963,SN-mk501vmf-1QHK9H,VFD for Crude Distillation Unit operations,"Crude Distillation Unit, Station 9",2016-10-04,10.10.10.69,Foundation Fieldbus,100,SIS-CDU,2025-05-22,2027-01-04
BTR-CDU-0070,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 4,Gas Detector,2,Critical,Emerson,EME-GasDetector-8990,SN-mk501vmf-ASVVCJ,Gas Detector for Crude Distillation Unit operations,"Crude Distillation Unit, Station 10",2020-06-12,10.10.10.70,Foundation Fieldbus,100,SIS-CDU,2025-10-29,2027-04-15
BTR-CDU-0071,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 4,Temperature Transmitter,2,Critical,Rockwell,ROC-TemperatureTransmitter-6130,SN-mk501vmf-BK4FNW,Temperature Transmitter for Crude Distillation Unit operations,"Crude Distillation Unit, Station 11",2025-04-03,10.10.10.71,Modbus,100,SIS-CDU,2025-07-26,2028-05-09
BTR-CDU-0072,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 4,Pressure Transmitter,2,Critical,Schneider,SCH-PressureTransmitter-8078,SN-mk501vmf-YZRTKL,Pressure Transmitter for Crude Distillation Unit operations,"Crude Distillation Unit, Station 12",2017-01-22,10.10.10.72,Foundation Fieldbus,100,SIS-CDU,2025-03-14,2028-09-17
BTR-CDU-0073,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 4,Analyzer,2,Critical,Rockwell,ROC-Analyzer-1465,SN-mk501vmf-MVBIHM,Analyzer for Crude Distillation Unit operations,"Crude Distillation Unit, Station 13",2021-08-12,10.10.10.73,Modbus,100,SIS-CDU,2025-01-20,2026-10-14
BTR-CDU-0074,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 4,PLC,1,Critical,Triconex,TRI-PLC-4278,SN-mk501vmf-BTGVP6,PLC for Crude Distillation Unit operations,"Crude Distillation Unit, Station 14",2016-11-27,10.10.10.74,OPC UA,100,SIS-CDU,2025-01-18,2027-02-27
BTR-CDU-0075,Baytown Refinery,BTR,Crude Distillation Unit,CDU,Crude Distillation Unit - Zone 4,Manual Valve,3,Critical,Rockwell,ROC-ManualValve-3518,SN-mk501vmf-MSW8LL,Manual Valve for Crude Distillation Unit operations,"Crude Distillation Unit, Station 15",2016-07-22,,,100,SIS-CDU,2025-06-26,2026-08-13
