tag_id,plant,plant_code,unit,unit_code,area,device_type,security_tier,criticality,manufacturer,model,serial_number,description,location,installation_date,expected_ip,expected_protocol,vlan,safety_system,last_maintenance,warranty_expires
TMC-OPS-0011,Statewide Traffic Operations,TMC,Fiber Backhaul,FBR,Backhaul Core,Core Router,1,Critical,Cisco,ASR-1001,SN-DOT-0011,Secondary fiber ring router,TMC Network Rack,2019-07-22,10.40.10.2,SNMPv3,430,TMC-COMMS,2025-12-18,2027-07-22
TMC-OPS-0012,Statewide Traffic Operations,TMC,Fiber Backhaul,FBR,Backhaul Core,Distribution Switch,2,High,Cisco,Catalyst-9300,SN-DOT-0012,TMC distribution switch,TMC Network Rack,2020-11-04,10.40.10.10,SNMPv3,430,TMC-COMMS,2025-12-18,2027-11-04
I96-SIG-0013,Southeast District,SED,I-96 Corridor,I96,Intersection 14,Traffic Signal Controller,1,Critical,Econolite,Cobalt,SN-DOT-0013,Signal controller I-96 Exit 145,I-96 Exit 145 Cabinet,2020-05-16,10.96.14.10,NTCIP,514,SIG-I96,2025-11-22,2027-05-16
I96-SIG-0014,Southeast District,SED,I-96 Corridor,I96,Intersection 16,Traffic Signal Controller,1,Critical,Econolite,Cobalt,SN-DOT-0014,Signal controller I-96 Exit 148,I-96 Exit 148 Cabinet,2020-05-16,10.96.16.10,NTCIP,516,SIG-I96,2025-11-22,2027-05-16
I96-SIG-0015,Southeast District,SED,I-96 Corridor,I96,Intersection 17,Traffic Signal Controller,1,Critical,Siemens,M60,SN-DOT-0015,Signal controller I-96 Exit 150,I-96 Exit 150 Cabinet,2019-07-08,10.96.17.10,NTCIP,517,SIG-I96,2025-11-22,2027-07-08
I96-CAB-0016,Southeast District,SED,Roadside Cabinets,CAB,Intersection 14,Field Ethernet Switch,2,High,Cisco,IE-3300,SN-DOT-0016,Industrial switch I-96 Exit 145,I-96 Exit 145 Cabinet,2020-05-16,10.96.14.2,SNMPv3,514,SIG-I96,2025-11-22,2027-05-16
I96-CAB-0017,Southeast District,SED,Roadside Cabinets,CAB,Intersection 16,Field Ethernet Switch,2,High,Cisco,IE-3300,SN-DOT-0017,Industrial switch I-96 Exit 148,I-96 Exit 148 Cabinet,2020-05-16,10.96.16.2,SNMPv3,516,SIG-I96,2025-11-22,2027-05-16
I96-CAB-0018,Southeast District,SED,Roadside Cabinets,CAB,Intersection 17,Field Ethernet Switch,2,High,Cisco,IE-3300,SN-DOT-0018,Industrial switch I-96 Exit 150,I-96 Exit 150 Cabinet,2019-07-08,10.96.17.2,SNMPv3,517,SIG-I96,2025-11-22,2027-07-08
I96-CAB-0019,Southeast District,SED,Roadside Cabinets,CAB,Intersection 14,Cellular Router,2,High,Cradlepoint,IBR1700,SN-DOT-0019,LTE failover at I-96 Exit 145,I-96 Exit 145 Cabinet,2021-04-17,10.96.14.3,HTTPS,514,SIG-I96,2025-11-20,2028-04-17
I96-CAB-0020,Southeast District,SED,Roadside Cabinets,CAB,Intersection 16,Cellular Router,2,High,Cradlepoint,IBR900,SN-DOT-0020,LTE failover at I-96 Exit 148,I-96 Exit 148 Cabinet,2021-04-17,10.96.16.3,HTTPS,516,SIG-I96,2025-11-20,2028-04-17
I96-CCTV-0021,Southeast District,SED,I-96 Corridor,I96,MM 142,CCTV Camera,2,High,Bosch,Autodome IP,SN-DOT-0021,Corridor CCTV at MM 142,I-96 MM 142 Pole,2021-08-03,10.96.42.30,RTSP,542,CCTV-I96,2025-12-06,2027-08-03
I96-CCTV-0022,Southeast District,SED,I-96 Corridor,I96,MM 145,CCTV Camera,2,High,Bosch,Autodome IP,SN-DOT-0022,Corridor CCTV at MM 145,I-96 MM 145 Pole,2021-08-03,10.96.45.30,RTSP,545,CCTV-I96,2025-12-06,2027-08-03
I96-CCTV-0023,Southeast District,SED,I-96 Corridor,I96,MM 148,CCTV Camera,2,High,Bosch,Autodome IP,SN-DOT-0023,Corridor CCTV at MM 148,I-96 MM 148 Pole,2021-08-03,10.96.48.30,RTSP,548,CCTV-I96,2025-12-06,2027-08-03
I96-CCTV-0024,Southeast District,SED,I-96 Corridor,I96,MM 150,CCTV Camera,2,High,Axis,Q6075-E,SN-DOT-0024,Corridor CCTV at MM 150,I-96 MM 150 Pole,2022-03-11,10.96.50.30,RTSP,550,CCTV-I96,2025-12-06,2028-03-11
I96-CCTV-0025,Southeast District,SED,I-96 Corridor,I96,MM 152,CCTV Camera,2,High,Axis,Q6075-E,SN-DOT-0025,Corridor CCTV at MM 152,I-96 MM 152 Pole,2022-03-11,10.96.52.30,RTSP,552,CCTV-I96,2025-12-06,2028-03-11
I96-DMS-0026,Southeast District,SED,I-96 Corridor,I96,MM 144,Dynamic Message Sign,1,Critical,Daktronics,Vanguard,SN-DOT-0026,DMS for freeway traveler info,I-96 MM 144 Gantry,2019-11-19,10.96.44.40,NTCIP,544,DMS-I96,2025-10-12,2026-11-19
I96-DMS-0027,Southeast District,SED,I-96 Corridor,I96,MM 154,Dynamic Message Sign,1,Critical,Daktronics,Vanguard,SN-DOT-0027,DMS at MM 154,I-96 MM 154 Gantry,2020-04-22,10.96.54.40,NTCIP,554,DMS-I96,2025-10-12,2027-04-22
I96-RMP-0028,Southeast District,SED,I-96 Corridor,I96,Ramp Meter 12,Ramp Meter Controller,1,High,Siemens,Sitraffic,SN-DOT-0028,Ramp meter Ramp 12,I-96 Ramp 12 Cabinet,2022-06-24,10.96.12.10,NTCIP,512,RMP-I96,2025-12-16,2028-06-24
I96-DET-0029,Southeast District,SED,I-96 Corridor,I96,MM 146,Vehicle Detector Radar,2,Medium,Wavetronix,SmartSensor,SN-DOT-0029,Radar detector MM 146,I-96 MM 146 Pole,2021-02-08,10.96.46.25,HTTPS,546,DET-I96,2025-09-30,2027-02-08
I96-DET-0030,Southeast District,SED,I-96 Corridor,I96,MM 148,Vehicle Detector Radar,2,Medium,Wavetronix,SmartSensor,SN-DOT-0030,Radar detector MM 148,I-96 MM 148 Pole,2021-02-08,10.96.48.25,HTTPS,548,DET-I96,2025-09-30,2027-02-08
I96-DET-0031,Southeast District,SED,I-96 Corridor,I96,MM 152,Vehicle Detector Loop,3,Medium,Reno A&E,Model 222,SN-DOT-0031,Inductive loop detector MM 152,I-96 MM 152 Pavement,2018-05-12,,Analog,,DET-I96,2025-09-30,2026-05-12
I96-UPS-0032,Southeast District,SED,Roadside Cabinets,CAB,Intersection 14,UPS,2,High,APC,Smart-UPS,SN-DOT-0032,Backup power I-96 Exit 145,I-96 Exit 145 Cabinet,2020-05-16,10.96.14.5,SNMPv3,514,SIG-I96,2025-11-22,2027-05-16
I96-UPS-0033,Southeast District,SED,Roadside Cabinets,CAB,Intersection 16,UPS,2,High,APC,Back-UPS Pro,SN-DOT-0033,Backup power I-96 Exit 148,I-96 Exit 148 Cabinet,2020-05-16,,Analog,,SIG-I96,2025-11-22,2027-05-16
I96-UPS-0034,Southeast District,SED,Roadside Cabinets,CAB,Intersection 17,UPS,2,High,APC,Back-UPS Pro,SN-DOT-0034,Backup power I-96 Exit 150,I-96 Exit 150 Cabinet,2019-07-08,,Analog,,SIG-I96,2025-11-22,2026-07-08
I96-DOOR-0035,Southeast District,SED,Roadside Cabinets,CAB,Intersection 14,Cabinet Door Sensor,2,Medium,Honeywell,947-75T,SN-DOT-0035,Door sensor I-96 Exit 145,I-96 Exit 145 Cabinet,2023-09-14,,Dry Contact,,SIG-I96,2025-11-22,2028-09-14
I96-DOOR-0036,Southeast District,SED,Roadside Cabinets,CAB,Intersection 16,Cabinet Door Sensor,2,Medium,Honeywell,947-75T,SN-DOT-0036,Door sensor I-96 Exit 148,I-96 Exit 148 Cabinet,2023-09-14,,Dry Contact,,SIG-I96,2025-11-22,2028-09-14
I96-RWIS-0037,Southeast District,SED,Weather / RWIS,RWIS,I-96 Weather Site,RWIS Weather Station,2,High,Vaisala,RWS200,SN-DOT-0037,Road weather station,I-96 RWIS 03,2020-12-01,10.96.80.10,DNP3,580,RWIS-I96,2025-11-05,2027-12-01
US23-SIG-0038,North District,ND,US-23 Corridor,US23,Intersection 08,Traffic Signal Controller,1,Critical,Siemens,M60,SN-DOT-0038,Signal controller US-23 Intersection 08,US-23 Intersection 08 Cabinet,2021-04-17,10.23.8.10,NTCIP,608,SIG-US23,2025-11-20,2027-04-17
US23-SIG-0039,North District,ND,US-23 Corridor,US23,Intersection 10,Traffic Signal Controller,1,Critical,Econolite,Cobalt,SN-DOT-0039,Signal controller US-23 Intersection 10,US-23 Intersection 10 Cabinet,2020-08-10,10.23.10.10,NTCIP,610,SIG-US23,2025-11-20,2026-08-10
US23-CAB-0040,North District,ND,Roadside Cabinets,CAB,Intersection 08,Field Ethernet Switch,2,High,Cisco,IE-3300,SN-DOT-0040,Industrial switch Intersection 08,US-23 Intersection 08 Cabinet,2021-04-17,10.23.8.2,SNMPv3,608,SIG-US23,2025-11-20,2027-04-17
US23-CAB-0041,North District,ND,Roadside Cabinets,CAB,Intersection 10,Field Ethernet Switch,2,High,Cisco,IE-3300,SN-DOT-0041,Industrial switch Intersection 10,US-23 Intersection 10 Cabinet,2020-08-10,10.23.10.2,SNMPv3,610,SIG-US23,2025-11-20,2026-08-10
US23-CAB-0042,North District,ND,Roadside Cabinets,CAB,Intersection 08,Cellular Router,2,High,Cradlepoint,IBR1700,SN-DOT-0042,LTE failover at Intersection 08,US-23 Intersection 08 Cabinet,2021-04-17,10.23.8.3,HTTPS,608,SIG-US23,2025-11-20,2028-04-17
US23-CCTV-0043,North District,ND,US-23 Corridor,US23,MM 60,CCTV Camera,2,High,Axis,Q6075-E,SN-DOT-0043,CCTV at MM 60,US-23 MM 60 Pole,2022-01-22,10.23.60.30,RTSP,660,CCTV-US23,2025-12-08,2028-01-22
US23-CCTV-0044,North District,ND,US-23 Corridor,US23,MM 66,CCTV Camera,2,High,Axis,Q6075-E,SN-DOT-0044,CCTV at MM 66,US-23 MM 66 Pole,2022-01-22,10.23.66.30,RTSP,666,CCTV-US23,2025-12-08,2028-01-22
US23-CCTV-0045,North District,ND,US-23 Corridor,US23,MM 70,CCTV Camera,2,High,Axis,Q6075-E,SN-DOT-0045,CCTV at MM 70,US-23 MM 70 Pole,2022-01-22,10.23.70.30,RTSP,670,CCTV-US23,2025-12-08,2028-01-22
US23-DMS-0046,North District,ND,US-23 Corridor,US23,MM 64,Dynamic Message Sign,1,Critical,Daktronics,Vanguard,SN-DOT-0046,DMS at MM 64,US-23 MM 64 Gantry,2020-08-10,10.23.64.40,NTCIP,664,DMS-US23,2025-10-18,2027-08-10
US23-DMS-0047,North District,ND,US-23 Corridor,US23,MM 68,Dynamic Message Sign,1,Critical,Daktronics,Vanguard,SN-DOT-0047,DMS at MM 68,US-23 MM 68 Gantry,2020-08-10,10.23.68.40,NTCIP,668,DMS-US23,2025-10-18,2027-08-10
US23-DET-0048,North District,ND,US-23 Corridor,US23,MM 66,Vehicle Detector Radar,2,Medium,Wavetronix,SmartSensor,SN-DOT-0048,Radar detector MM 66,US-23 MM 66 Pole,2021-09-15,10.23.66.25,HTTPS,666,DET-US23,2025-09-30,2027-09-15
US23-UPS-0049,North District,ND,Roadside Cabinets,CAB,Intersection 08,UPS,2,High,APC,Smart-UPS,SN-DOT-0049,Backup power Intersection 08,US-23 Intersection 08 Cabinet,2021-04-17,10.23.8.5,SNMPv3,608,SIG-US23,2025-11-20,2027-04-17
US23-UPS-0050,North District,ND,Roadside Cabinets,CAB,Intersection 10,UPS,2,High,APC,Back-UPS Pro,SN-DOT-0050,Backup power Intersection 10,US-23 Intersection 10 Cabinet,2020-08-10,,Analog,,SIG-US23,2025-11-20,2026-08-10
US23-WGH-0051,North District,ND,Weigh Stations,WGH,US-23 Weigh Station,Weigh Station Controller,2,High,Mettler Toledo,IND780,SN-DOT-0051,Weigh-in-motion controller,US-23 Weigh Station Cabinet,2019-06-19,10.23.90.10,Modbus TCP,690,WGH-US23,2025-12-02,2026-06-19
BRG-STR-0052,Central District,CD,Bridge Systems,BRG,River Bridge,Bridge Controller,1,Critical,Schneider,M580,SN-DOT-0052,Primary movable bridge PLC,River Bridge Control House,2018-03-02,10.55.1.10,Modbus TCP,701,BRG-SAFETY,2025-09-12,2026-03-02
BRG-STR-0053,Central District,CD,Bridge Systems,BRG,River Bridge,Bridge Controller,1,Critical,Schneider,M580,SN-DOT-0053,Backup movable bridge PLC (cold standby),River Bridge Control House,2018-03-02,10.55.1.11,Modbus TCP,701,BRG-SAFETY,2025-09-12,2026-03-02
BRG-POS-0054,Central District,CD,Bridge Systems,BRG,River Bridge,Bridge Position Sensor,1,Critical,Pepperl+Fuchs,NBN30-30GM,SN-DOT-0054,Span position limit switch,River Bridge Span 2,2018-03-02,,Analog,,BRG-SAFETY,2025-09-12,2026-03-02
BRG-HMI-0055,Central District,CD,Bridge Systems,BRG,River Bridge,HMI Panel,2,High,Schneider,Magelis,SN-DOT-0055,Local operator HMI,River Bridge Control House,2018-03-02,10.55.1.20,HTTPS,701,BRG-SAFETY,2025-09-12,2026-03-02
BRG-CCTV-0056,Central District,CD,Bridge Systems,BRG,River Bridge,CCTV Camera,2,High,Axis,Q6135-LE,SN-DOT-0056,Bridge approach camera,River Bridge Pier 2,2022-10-10,10.55.1.30,RTSP,701,BRG-SAFETY,2025-12-15,2028-10-10
BRG-UPS-0057,Central District,CD,Bridge Systems,BRG,River Bridge,UPS,2,High,Eaton,9PX,SN-DOT-0057,Bridge UPS for control house,River Bridge Control House,2018-03-02,,Analog,,BRG-SAFETY,2025-09-12,2026-03-02
PMP-PLC-0058,Central District,CD,Pump Stations,PMP,Underpass Pump Station,Pump Station PLC,1,Critical,Rockwell,CompactLogix,SN-DOT-0058,Stormwater pump PLC,Underpass Pump Station Panel,2019-05-06,10.55.20.10,EtherNet/IP,720,PMP-SAFETY,2025-11-01,2026-05-06
PMP-HMI-0059,Central District,CD,Pump Stations,PMP,Underpass Pump Station,HMI Panel,2,High,Rockwell,PanelView,SN-DOT-0059,Pump station local HMI,Underpass Pump Station Panel,2019-05-06,10.55.20.11,HTTPS,720,PMP-SAFETY,2025-11-01,2026-05-06
PMP-LVL-0060,Central District,CD,Pump Stations,PMP,Underpass Pump Station,Level Sensor,2,Medium,Endress+Hauser,Liquiphant,SN-DOT-0060,Wet well level sensor,Underpass Pump Station Wet Well,2019-05-06,,Analog,,PMP-SAFETY,2025-11-01,2026-05-06
TUN-VNT-0061,Central District,CD,Tunnel Systems,TUN,Riverfront Tunnel,Tunnel Ventilation PLC,1,Critical,Siemens,S7-1500,SN-DOT-0061,Primary tunnel ventilation PLC,Riverfront Tunnel North Vent Room,2017-11-20,10.55.30.10,Profinet,730,TUN-SAFETY,2025-08-22,2026-11-20
TUN-VNT-0062,Central District,CD,Tunnel Systems,TUN,Riverfront Tunnel,Tunnel Ventilation PLC,1,Critical,Siemens,S7-1500,SN-DOT-0062,Backup tunnel ventilation PLC,Riverfront Tunnel South Vent Room,2017-11-20,10.55.30.11,Profinet,730,TUN-SAFETY,2025-08-22,2026-11-20
TUN-CCTV-0063,Central District,CD,Tunnel Systems,TUN,Riverfront Tunnel,CCTV Camera,2,High,Bosch,Autodome IP,SN-DOT-0063,Tunnel CCTV portal entry,Riverfront Tunnel North Portal,2018-04-14,10.55.30.30,RTSP,730,TUN-SAFETY,2025-12-15,2028-04-14
TUN-HMI-0064,Central District,CD,Tunnel Systems,TUN,Riverfront Tunnel,HMI Panel,2,High,Siemens,SIMATIC HMI,SN-DOT-0064,Tunnel operations HMI,Riverfront Tunnel Control Room,2018-04-14,10.55.30.20,HTTPS,730,TUN-SAFETY,2025-12-15,2028-04-14
M39-SIG-0065,West District,WD,M-39 Corridor,M39,Intersection 22,Traffic Signal Controller,1,Critical,Econolite,Cobalt,SN-DOT-0065,Signal controller M-39 Int 22,M-39 Int 22 Cabinet,2022-09-30,10.39.22.10,NTCIP,622,SIG-M39,2025-12-04,2028-09-30
M39-SIG-0066,West District,WD,M-39 Corridor,M39,Intersection 24,Traffic Signal Controller,1,Critical,Econolite,Cobalt,SN-DOT-0066,Signal controller M-39 Int 24,M-39 Int 24 Cabinet,2022-09-30,10.39.24.10,NTCIP,624,SIG-M39,2025-12-04,2028-09-30
M39-CAB-0067,West District,WD,Roadside Cabinets,CAB,Intersection 22,Field Ethernet Switch,2,High,Cisco,IE-3300,SN-DOT-0067,Industrial switch Int 22,M-39 Int 22 Cabinet,2022-09-30,10.39.22.2,SNMPv3,622,SIG-M39,2025-12-04,2028-09-30
M39-CCTV-0068,West District,WD,M-39 Corridor,M39,MM 18,CCTV Camera,2,High,Axis,Q6075-E,SN-DOT-0068,M-39 corridor CCTV MM 18,M-39 MM 18 Pole,2022-09-30,10.39.18.30,RTSP,618,CCTV-M39,2025-12-04,2028-09-30
M39-CCTV-0069,West District,WD,M-39 Corridor,M39,MM 22,CCTV Camera,2,High,Axis,Q6075-E,SN-DOT-0069,M-39 corridor CCTV MM 22,M-39 MM 22 Pole,2022-09-30,10.39.22.30,RTSP,622,CCTV-M39,2025-12-04,2028-09-30
M39-DMS-0070,West District,WD,M-39 Corridor,M39,MM 20,Dynamic Message Sign,1,Critical,Daktronics,Vanguard,SN-DOT-0070,DMS at M-39 MM 20,M-39 MM 20 Gantry,2022-09-30,10.39.20.40,NTCIP,620,DMS-M39,2025-12-04,2028-09-30
M39-UPS-0071,West District,WD,Roadside Cabinets,CAB,Intersection 22,UPS,2,High,APC,Smart-UPS,SN-DOT-0071,Backup power M-39 Int 22,M-39 Int 22 Cabinet,2022-09-30,10.39.22.5,SNMPv3,622,SIG-M39,2025-12-04,2028-09-30
M39-DET-0072,West District,WD,M-39 Corridor,M39,MM 22,Vehicle Detector Radar,2,Medium,Wavetronix,SmartSensor,SN-DOT-0072,Radar detector M-39 MM 22,M-39 MM 22 Pole,2022-09-30,10.39.22.25,HTTPS,622,DET-M39,2025-12-04,2028-09-30
US23-DOOR-0073,North District,ND,Roadside Cabinets,CAB,Intersection 08,Cabinet Door Sensor,2,Medium,Honeywell,947-75T,SN-DOT-0073,Door sensor Intersection 08,US-23 Intersection 08 Cabinet,2023-09-14,,Dry Contact,,SIG-US23,2025-11-20,2028-09-14
I96-DET-0074,Southeast District,SED,I-96 Corridor,I96,MM 142,Vehicle Detector Radar,2,Medium,Wavetronix,SmartSensor,SN-DOT-0074,Radar detector MM 142,I-96 MM 142 Pole,2021-02-08,10.96.42.25,HTTPS,542,DET-I96,2025-09-30,2027-02-08
TMC-OPS-0075,Statewide Traffic Operations,TMC,Fiber Backhaul,FBR,Backhaul Core,Distribution Switch,2,High,Cisco,Catalyst-9300,SN-DOT-0075,Secondary distribution switch,TMC Network Rack,2020-11-04,10.40.10.11,SNMPv3,430,TMC-COMMS,2025-12-18,2027-11-04
I96-OLD-0076,Southeast District,SED,I-96 Corridor,I96,Intersection 13,Traffic Signal Controller,1,Critical,Econolite,Cobalt,SN-DOT-0076,Signal controller I-96 Exit 144 (decommissioned 2023 not removed from baseline),I-96 Exit 144 Cabinet,2015-04-12,10.96.13.10,NTCIP,513,SIG-I96,2022-08-14,2023-04-12
ND-PLAN-0077,North District,ND,US-23 Corridor,US23,MM 72,Dynamic Message Sign,1,Critical,Daktronics,Vanguard,SN-DOT-0077,DMS planned for MM 72 (project cancelled 2024 not removed from baseline),US-23 MM 72 Gantry,2024-06-01,10.23.72.40,NTCIP,672,DMS-US23,,2027-06-01
CD-RELOC-0078,Central District,CD,Pump Stations,PMP,Underpass Pump Station,Pump VFD,2,High,ABB,ACS580,SN-DOT-0078,Pump VFD relocated to spare warehouse 2024 baseline not updated,Underpass Pump Station Panel,2019-05-06,10.55.20.30,Modbus TCP,720,PMP-SAFETY,2024-02-10,2026-05-06
SE-LOOP-0079,Southeast District,SED,I-96 Corridor,I96,MM 140,Vehicle Detector Loop,3,Medium,Reno A&E,Model 222,SN-DOT-0079,Inductive loop MM 140 paved over during 2022 resurfacing,I-96 MM 140 Pavement,2014-09-22,,Analog,,DET-I96,2022-07-30,2024-09-22
WD-PHANTOM-0080,West District,WD,M-39 Corridor,M39,Intersection 25,Traffic Signal Controller,1,Critical,Econolite,Cobalt,SN-DOT-0080,Spare controller logged as installed asset (data entry error 2022),M-39 Int 25 Cabinet,2022-11-15,10.39.25.10,NTCIP,625,SIG-M39,,2028-11-15
