tag_id,discovered_ip,mac_address,hostname,device_type,vendor,model,firmware_version,protocol,network_segment,first_seen,last_seen,discovery_method,confidence,open_ports,vulnerabilities,cve_ids,os_family,is_managed,last_patch_date,risk_score
I96-RMP-0011,10.96.12.10,00:11:22:96:12:10,i96-ramp-012,Ramp Meter Controller,Siemens,Sitraffic,4.4.1,NTCIP,VLAN-512,2025-08-14T09:00:00Z,2026-01-05T13:21:00Z,Protocol Analysis,88,"161,443",1,,Embedded,true,2025-10-28,49
I96-DET-0012,10.96.48.25,00:11:22:96:48:25,i96-det-148,Vehicle Detector Radar,Wavetronix,SmartSensor,2.9.0,HTTPS,VLAN-548,2025-08-14T09:00:00Z,2026-01-05T13:22:00Z,Active Probe,87,"443",0,,Embedded,true,2025-09-30,28
I96-RWIS-0013,10.96.80.10,00:11:22:96:80:10,i96-rwis-003,RWIS Weather Station,Vaisala,RWS200,6.8.4,DNP3,VLAN-580,2025-08-14T09:00:00Z,2026-01-05T13:23:00Z,Protocol Analysis,86,"20000,443",1,CVE-2022-34716,Embedded,true,2025-11-05,57
US23-SIG-0014,10.23.8.10,00:11:22:23:08:10,us23-sig-008,Traffic Signal Controller,Siemens,M60,4.0.3,NTCIP,VLAN-608,2025-08-15T09:00:00Z,2026-01-04T14:01:00Z,Protocol Analysis,90,"161,443",1,,Embedded,true,2025-11-20,45
US23-CAB-0015,10.23.8.3,00:11:22:23:08:03,us23-lte-008,Cellular Router,Cradlepoint,IBR1700,7.23.40,HTTPS,VLAN-608,2025-08-15T09:00:00Z,2026-01-04T14:02:00Z,Active Probe,89,"22,443",2,CVE-2023-43208,Embedded,false,2025-08-04,82
US23-CCTV-0016,10.23.66.30,00:11:22:23:66:30,us23-cctv-066,CCTV Camera,Axis,Q6075-E,11.7.69,RTSP,VLAN-666,2025-08-15T09:00:00Z,2026-01-04T14:04:00Z,Active Probe,87,"80,443,554",0,,Embedded,true,2025-12-08,34
US23-DMS-0017,10.23.68.40,00:11:22:23:68:40,us23-dms-068,Dynamic Message Sign,Daktronics,Vanguard,5.1.1,NTCIP,VLAN-668,2025-08-15T09:00:00Z,2026-01-04T14:06:00Z,Protocol Analysis,88,"161,443",1,,Embedded,true,2025-10-18,42
US23-WGH-0018,10.23.90.10,00:11:22:23:90:10,us23-wim-001,Weigh Station Controller,Mettler Toledo,IND780,3.7.2,Modbus TCP,VLAN-690,2025-08-15T09:00:00Z,2026-01-04T14:08:00Z,Protocol Analysis,84,"502,443",2,CVE-2021-44228,Embedded,false,2025-07-07,86
BRG-STR-0019,10.55.1.10,00:11:22:55:01:10,bridge-plc-001,Bridge Controller,Schneider,M580,4.20,Modbus TCP,VLAN-701,2025-08-16T09:00:00Z,2026-01-03T11:30:00Z,Protocol Analysis,88,"502,443",1,,Embedded,true,2025-09-12,58
BRG-CCTV-0020,10.55.1.30,00:11:22:55:01:30,bridge-cctv-002,CCTV Camera,Axis,Q6135-LE,11.8.1,RTSP,VLAN-701,2025-08-16T09:00:00Z,2026-01-03T11:31:00Z,Active Probe,86,"80,443,554",0,,Embedded,true,2025-12-15,31
PMP-PLC-0021,10.55.20.10,00:11:22:55:20:10,pump-plc-001,Pump Station PLC,Rockwell,CompactLogix,33.015,EtherNet/IP,VLAN-720,2025-08-16T09:00:00Z,2026-01-03T11:40:00Z,Protocol Analysis,92,"44818,2222,443",2,CVE-2023-3595,Embedded,false,2025-06-01,90
PMP-HMI-0022,10.55.20.11,00:11:22:55:20:11,pump-hmi-001,HMI Panel,Rockwell,PanelView,12.106,HTTPS,VLAN-720,2025-08-16T09:00:00Z,2026-01-03T11:41:00Z,Active Probe,87,"443,5900",1,,Windows CE,false,2025-06-01,77
CAB-UPS-0024,10.96.14.5,00:11:22:96:14:05,i96-ups-014,UPS,APC,Smart-UPS,2.6.4,SNMPv3,VLAN-514,2025-08-14T09:00:00Z,2026-01-05T13:16:00Z,SNMP,86,"161,443",0,,Embedded,true,2025-11-22,35
VEN-REM-0025,10.40.2.5,00:11:22:40:02:05,tmc-vpn-01,Remote Access Concentrator,Cisco,ASA VPN,9.18.4,IPsec,VLAN-420,2025-09-01T10:00:00Z,2026-01-06T10:20:00Z,Active Probe,93,"443,500,4500",2,CVE-2024-20353,ASA,false,2025-08-14,91
OBS-UNK-0026,10.96.99.88,00:11:22:96:99:88,i96-unknown-camera,CCTV Camera,Unknown,,1.0.0,RTSP,VLAN-599,2025-11-01T12:00:00Z,2026-01-05T16:40:00Z,Passive Monitoring,61,"80,554",1,,Embedded,false,2024-12-12,69
