tag_id,discovered_ip,mac_address,hostname,device_type,vendor,model,firmware_version,protocol,network_segment,first_seen,last_seen,discovery_method,confidence,open_ports,vulnerabilities,cve_ids,os_family,is_managed,last_patch_date,risk_score
I96-CCTV-0021,10.96.42.30,00:11:22:96:42:30,i96-cctv-142,CCTV Camera,Bosch,Autodome IP,7.86,RTSP,VLAN-542,2025-08-14T09:00:00Z,2026-05-17T13:18:00Z,Active Probe,89,"80,443,554",2,CVE-2022-30563,Embedded,false,2025-05-17,79
I96-CCTV-0022,10.96.45.30,00:11:22:96:45:30,i96-cctv-145,CCTV Camera,Bosch,Autodome IP,7.86,RTSP,VLAN-545,2025-08-14T09:00:00Z,2026-05-17T13:18:00Z,Active Probe,89,"80,443,554",2,CVE-2022-30563,Embedded,false,2025-05-17,79
I96-CCTV-0025,10.96.52.30,00:11:22:96:52:30,i96-cctv-152,CCTV Camera,Axis,Q6075-E,11.7.69,RTSP,VLAN-552,2025-08-14T09:00:00Z,2026-05-17T13:19:00Z,Active Probe,87,"80,443,554",0,,Embedded,true,2025-12-08,34
I96-DMS-0026,10.96.44.40,00:11:22:96:44:40,i96-dms-144,Dynamic Message Sign,Daktronics,Vanguard,5.1.2,NTCIP,VLAN-544,2025-08-14T09:00:00Z,2026-05-17T13:20:00Z,Protocol Analysis,91,"161,443",0,,Embedded,true,2025-10-12,37
I96-DMS-0027,10.96.54.40,00:11:22:96:54:40,i96-dms-154,Dynamic Message Sign,Daktronics,Vanguard,5.1.2,NTCIP,VLAN-554,2025-08-14T09:00:00Z,2026-05-17T13:20:00Z,Protocol Analysis,91,"161,443",0,,Embedded,true,2025-10-12,37
I96-RMP-0028,10.96.12.10,00:11:22:96:12:10,i96-ramp-012,Ramp Meter Controller,Siemens,Sitraffic,4.4.1,NTCIP,VLAN-512,2025-08-14T09:00:00Z,2026-05-17T13:21:00Z,Protocol Analysis,88,"161,443",1,,Embedded,true,2025-10-28,49
I96-DET-0029,10.96.46.25,00:11:22:96:46:25,i96-det-146,Vehicle Detector Radar,Wavetronix,SmartSensor,2.9.0,HTTPS,VLAN-546,2025-08-14T09:00:00Z,2026-05-17T13:22:00Z,Active Probe,87,"443",0,,Embedded,true,2025-09-30,28
I96-DET-0030,10.96.48.25,00:11:22:96:48:25,i96-det-148,Vehicle Detector Radar,Wavetronix,SmartSensor,2.9.0,HTTPS,VLAN-548,2025-08-14T09:00:00Z,2026-05-17T13:22:00Z,Active Probe,87,"443",0,,Embedded,true,2025-09-30,28
I96-UPS-0032,10.96.14.5,00:11:22:96:14:05,i96-ups-014,UPS,APC,Smart-UPS,2.6.4,SNMPv3,VLAN-514,2025-08-14T09:00:00Z,2026-05-17T13:16:00Z,SNMP,86,"161,443",0,,Embedded,true,2025-11-22,35
I96-RWIS-0037,10.96.80.10,00:11:22:96:80:10,i96-rwis-003,RWIS Weather Station,Vaisala,RWS200,6.8.4,DNP3,VLAN-580,2025-08-14T09:00:00Z,2026-05-17T13:23:00Z,Protocol Analysis,86,"20000,443",1,CVE-2022-34716,Embedded,true,2025-11-05,57
US23-SIG-0038,10.23.8.10,00:11:22:23:08:10,us23-sig-008,Traffic Signal Controller,Siemens,M60,4.0.3,NTCIP,VLAN-608,2025-08-15T09:00:00Z,2026-05-16T14:01:00Z,Protocol Analysis,90,"161,443",1,,Embedded,true,2025-11-20,45
US23-CAB-0040,10.23.8.2,00:11:22:23:08:02,us23-cab-sw-008,Field Ethernet Switch,Cisco,IE-3300,17.6.5,SNMPv3,VLAN-608,2025-08-15T09:00:00Z,2026-05-16T14:02:00Z,SNMP,93,"22,161,443",1,CVE-2023-20198,IOS-XE,true,2025-11-20,67
US23-CAB-0042,10.23.8.3,00:11:22:23:08:03,us23-lte-008,Cellular Router,Cradlepoint,IBR1700,7.23.40,HTTPS,VLAN-608,2025-08-15T09:00:00Z,2026-05-16T14:02:00Z,Active Probe,89,"22,443",2,CVE-2023-43208,Embedded,false,2025-08-04,82
US23-CCTV-0043,10.23.60.30,00:11:22:23:60:30,us23-cctv-060,CCTV Camera,Axis,Q6075-E,11.7.69,RTSP,VLAN-660,2025-08-15T09:00:00Z,2026-05-16T14:04:00Z,Active Probe,87,"80,443,554",0,,Embedded,true,2025-12-08,34
US23-CCTV-0045,10.23.70.30,00:11:22:23:70:30,us23-cctv-070,CCTV Camera,Axis,Q6075-E,11.7.69,RTSP,VLAN-670,2025-08-15T09:00:00Z,2026-05-16T14:04:00Z,Active Probe,87,"80,443,554",0,,Embedded,true,2025-12-08,34
US23-DMS-0046,10.23.64.40,00:11:22:23:64:40,us23-dms-064,Dynamic Message Sign,Daktronics,Vanguard,5.1.1,NTCIP,VLAN-664,2025-08-15T09:00:00Z,2026-05-16T14:06:00Z,Protocol Analysis,88,"161,443",1,,Embedded,true,2025-10-18,42
US23-DMS-0047,10.23.68.40,00:11:22:23:68:40,us23-dms-068,Dynamic Message Sign,Daktronics,Vanguard,5.1.1,NTCIP,VLAN-668,2025-08-15T09:00:00Z,2026-05-16T14:06:00Z,Protocol Analysis,88,"161,443",1,,Embedded,true,2025-10-18,42
US23-DET-0048,10.23.66.25,00:11:22:23:66:25,us23-det-066,Vehicle Detector Radar,Wavetronix,SmartSensor,2.8.5,HTTPS,VLAN-666,2025-08-15T09:00:00Z,2026-05-16T14:07:00Z,Active Probe,82,"443",0,,Embedded,true,2025-09-30,32
US23-UPS-0049,10.23.8.5,00:11:22:23:08:05,us23-ups-008,UPS,APC,Smart-UPS,2.6.4,SNMPv3,VLAN-608,2025-08-15T09:00:00Z,2026-05-16T14:08:00Z,SNMP,86,"161,443",0,,Embedded,true,2025-11-20,35
US23-WGH-0051,10.23.90.10,00:11:22:23:90:10,us23-wim-001,Weigh Station Controller,Mettler Toledo,IND780,3.7.2,Modbus TCP,VLAN-690,2025-08-15T09:00:00Z,2026-05-16T14:08:00Z,Protocol Analysis,84,"502,443",2,CVE-2021-44228,Embedded,false,2025-07-07,86
BRG-STR-0052,10.55.1.10,00:11:22:55:01:10,bridge-plc-001,Bridge Controller,Schneider,M580,4.20,Modbus TCP,VLAN-701,2025-08-16T09:00:00Z,2026-05-15T11:30:00Z,Protocol Analysis,88,"502,443",1,,Embedded,true,2025-09-12,58
BRG-HMI-0055,10.55.1.20,00:11:22:55:01:20,bridge-hmi-001,HMI Panel,Schneider,Magelis,V13.0,HTTPS,VLAN-701,2025-08-16T09:00:00Z,2026-05-15T11:31:00Z,Active Probe,86,"443,80",1,,Linux,true,2025-09-12,55
BRG-CCTV-0056,10.55.1.30,00:11:22:55:01:30,bridge-cctv-002,CCTV Camera,Axis,Q6135-LE,11.8.1,RTSP,VLAN-701,2025-08-16T09:00:00Z,2026-05-15T11:31:00Z,Active Probe,86,"80,443,554",0,,Embedded,true,2025-12-15,31
PMP-PLC-0058,10.55.20.10,00:11:22:55:20:10,pump-plc-001,Pump Station PLC,Rockwell,CompactLogix,33.015,EtherNet/IP,VLAN-720,2025-08-16T09:00:00Z,2026-05-15T11:40:00Z,Protocol Analysis,92,"44818,2222,443",2,CVE-2023-3595,Embedded,false,2025-06-01,90
PMP-HMI-0059,10.55.20.11,00:11:22:55:20:11,pump-hmi-001,HMI Panel,Rockwell,PanelView,12.106,HTTPS,VLAN-720,2025-08-16T09:00:00Z,2026-05-15T11:41:00Z,Active Probe,87,"443,5900",1,,Windows CE,false,2025-06-01,77
TUN-VNT-0061,10.55.30.10,00:11:22:55:30:10,tunnel-vnt-001,Tunnel Ventilation PLC,Siemens,S7-1500,V2.9,Profinet,VLAN-730,2025-08-16T09:00:00Z,2026-05-15T11:45:00Z,Protocol Analysis,89,"102,443",1,CVE-2023-32731,Embedded,true,2025-08-22,68
TUN-CCTV-0063,10.55.30.30,00:11:22:55:30:30,tunnel-cctv-001,CCTV Camera,Bosch,Autodome IP,7.86,RTSP,VLAN-730,2025-08-16T09:00:00Z,2026-05-15T11:46:00Z,Active Probe,87,"80,443,554",2,CVE-2022-30563,Embedded,false,2025-05-17,75
TUN-HMI-0064,10.55.30.20,00:11:22:55:30:20,tunnel-hmi-001,HMI Panel,Siemens,SIMATIC HMI,V16.0,HTTPS,VLAN-730,2025-08-16T09:00:00Z,2026-05-15T11:47:00Z,Active Probe,87,"443,80",1,,Linux,true,2025-12-15,52
M39-SIG-0065,10.39.22.10,00:11:22:39:22:10,m39-sig-022,Traffic Signal Controller,Econolite,Cobalt,3.2.7,NTCIP,VLAN-622,2025-08-17T09:00:00Z,2026-05-14T13:00:00Z,Protocol Analysis,90,"161,443",1,,Embedded,true,2025-09-20,47
M39-SIG-0066,10.39.24.10,00:11:22:39:24:10,m39-sig-024,Traffic Signal Controller,Econolite,Cobalt,3.2.7,NTCIP,VLAN-624,2025-08-17T09:00:00Z,2026-05-14T13:00:00Z,Protocol Analysis,89,"161,443",1,,Embedded,true,2025-09-20,46
M39-CCTV-0068,10.39.18.30,00:11:22:39:18:30,m39-cctv-018,CCTV Camera,Axis,Q6075-E,11.7.69,RTSP,VLAN-618,2025-08-17T09:00:00Z,2026-05-14T13:01:00Z,Active Probe,87,"80,443,554",0,,Embedded,true,2025-12-08,34
M39-CCTV-0069,10.39.22.30,00:11:22:39:22:30,m39-cctv-022,CCTV Camera,Axis,Q6075-E,11.7.69,RTSP,VLAN-622,2025-08-17T09:00:00Z,2026-05-14T13:01:00Z,Active Probe,86,"80,443,554",0,,Embedded,true,2025-12-08,34
M39-DET-0072,10.39.22.25,00:11:22:39:22:25,m39-det-022,Vehicle Detector Radar,Wavetronix,SmartSensor,2.9.0,HTTPS,VLAN-622,2025-08-17T09:00:00Z,2026-05-14T13:02:00Z,Active Probe,87,"443",0,,Embedded,true,2025-09-30,28
I96-DET-0074,10.96.42.25,00:11:22:96:42:25,i96-det-142,Vehicle Detector Radar,Wavetronix,SmartSensor,2.9.0,HTTPS,VLAN-542,2025-08-14T09:00:00Z,2026-05-17T13:22:00Z,Active Probe,87,"443",0,,Embedded,true,2025-09-30,28
OBS-CCTV-9988,10.96.99.88,00:11:22:96:99:88,unknown-cam-99,CCTV Camera,Unknown,,1.0.0,RTSP,VLAN-599,2025-11-01T12:00:00Z,2026-05-17T16:40:00Z,Passive Monitoring,61,"80,554",1,,Embedded,false,2024-12-12,69
OBS-JMP-9001,10.40.99.5,DE:AD:BE:EF:00:01,linux-jump-99,Unknown Host,Unknown,,5.15.0,SSH,VLAN-499,2025-10-12T08:00:00Z,2026-05-18T09:30:00Z,Passive Monitoring,55,"22,80,443",3,CVE-2024-6387;CVE-2024-3094,Linux,false,,93
OBS-RAS-2024,10.99.7.42,00:11:22:99:07:42,unknown-modem-7,Cellular Router,Sierra Wireless,,4.16.2,HTTPS,VLAN-699,2025-07-22T15:00:00Z,2026-05-18T11:00:00Z,Active Probe,58,"443,5060",2,CVE-2023-41710,Embedded,false,,84
OBS-IOT-7723,10.40.50.77,00:11:22:40:50:77,vending-iot-77,IoT Device,Vending Co,Smart Cabinet,2.1.0,HTTPS,VLAN-450,2025-09-30T11:00:00Z,2026-05-18T08:15:00Z,Passive Monitoring,62,"443,8883",0,,Embedded,false,,42
