tag_id,plant,plant_code,unit,unit_code,area,device_type,security_tier,criticality,manufacturer,model,serial_number,description,location,installation_date,expected_ip,expected_protocol,vlan,safety_system,last_maintenance,warranty_expires
API-RSA-0013,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 1,PLC,1,Critical,Bürkert,BÜR-PLC-4705,SN-mk501w5h-TRC8NS,PLC for Reactor Suite A operations,"Reactor Suite A, Station 13",2021-12-16,172.16.10.13,IEC 61850,100,SIS-RSA,2025-10-25,2028-09-11
API-RSA-0014,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 1,HMI,1,Critical,Rockwell,ROC-HMI-6252,SN-mk501w5h-LOC0A4,HMI for Reactor Suite A operations,"Reactor Suite A, Station 14",2021-03-19,172.16.10.14,Ethernet/IP,100,SIS-RSA,2025-06-08,2028-03-17
API-RSA-0015,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 1,SCADA,1,Critical,Emerson,EME-SCADA-2350,SN-mk501w5h-Q03BOQ,SCADA for Reactor Suite A operations,"Reactor Suite A, Station 15",2017-07-22,172.16.10.15,Modbus TCP,100,SIS-RSA,2025-05-06,2028-08-30
API-RSA-0016,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 1,Temperature Controller,2,Critical,Mettler Toledo,MET-TemperatureController-4090,SN-mk501w5h-PSCZH8,Temperature Controller for Reactor Suite A operations,"Reactor Suite A, Station 16",2021-03-16,172.16.10.16,HART,100,SIS-RSA,2025-06-26,2027-03-01
API-RSA-0017,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 1,Manual Gauge,3,Critical,Rockwell,ROC-ManualGauge-4709,SN-mk501w5h-T974MV,Manual Gauge for Reactor Suite A operations,"Reactor Suite A, Station 17",2020-06-28,,,100,SIS-RSA,2025-07-09,2027-12-20
API-RSA-0018,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 1,PLC,1,Critical,Bürkert,BÜR-PLC-1300,SN-mk501w5h-V5YD8C,PLC for Reactor Suite A operations,"Reactor Suite A, Station 18",2019-03-01,172.16.10.18,DNP3,100,SIS-RSA,2025-12-08,2027-10-10
API-RSA-0019,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 1,Pressure Sensor,2,Critical,Endress+Hauser,END-PressureSensor-9043,SN-mk501w5h-0F1KGZ,Pressure Sensor for Reactor Suite A operations,"Reactor Suite A, Station 19",2018-11-19,172.16.10.19,Foundation Fieldbus,100,SIS-RSA,2025-04-20,2026-04-20
API-RSA-0020,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 1,pH Sensor,2,Critical,Mettler Toledo,MET-pHSensor-2517,SN-mk501w5h-DV3XR3,pH Sensor for Reactor Suite A operations,"Reactor Suite A, Station 20",2024-08-18,172.16.10.20,HART,100,SIS-RSA,2025-10-29,2026-08-25
API-RSA-0021,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 2,LIMS Terminal,1,Critical,Rockwell,ROC-LIMSTerminal-2569,SN-mk501w5h-PNODP6,LIMS Terminal for Reactor Suite A operations,"Reactor Suite A, Station 1",2017-03-30,172.16.10.21,OPC UA,100,SIS-RSA,2025-10-08,2026-11-28
API-RSA-0022,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 2,Pressure Sensor,2,Critical,Siemens,SIE-PressureSensor-3334,SN-mk501w5h-T0RXW3,Pressure Sensor for Reactor Suite A operations,"Reactor Suite A, Station 2",2017-08-01,172.16.10.22,Foundation Fieldbus,100,SIS-RSA,2025-01-24,2027-10-07
API-RSA-0023,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 2,Manual Gauge,3,Critical,Sartorius,SAR-ManualGauge-3686,SN-mk501w5h-CMWEWL,Manual Gauge for Reactor Suite A operations,"Reactor Suite A, Station 3",2018-04-11,,,100,SIS-RSA,2025-04-13,2027-06-29
API-RSA-0024,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 2,Label Printer,2,Critical,Bürkert,BÜR-LabelPrinter-3105,SN-mk501w5h-41J3OV,Label Printer for Reactor Suite A operations,"Reactor Suite A, Station 4",2019-09-16,172.16.10.24,HART,100,SIS-RSA,2025-12-09,2026-07-22
API-RSA-0025,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 2,Batch Controller,1,Critical,Sartorius,SAR-BatchController-6988,SN-mk501w5h-QZ9VW5,Batch Controller for Reactor Suite A operations,"Reactor Suite A, Station 5",2025-07-13,172.16.10.25,DNP3,100,SIS-RSA,2025-10-23,2028-09-09
API-RSA-0026,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 2,MES Terminal,1,Critical,Bürkert,BÜR-MESTerminal-6544,SN-mk501w5h-9G78IE,MES Terminal for Reactor Suite A operations,"Reactor Suite A, Station 6",2017-12-18,172.16.10.26,OPC UA,100,SIS-RSA,2025-06-28,2028-07-22
API-RSA-0027,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 2,Manual Gauge,3,Critical,Rockwell,ROC-ManualGauge-8584,SN-mk501w5h-9G4E3L,Manual Gauge for Reactor Suite A operations,"Reactor Suite A, Station 7",2022-08-14,,,100,SIS-RSA,2025-04-01,2027-05-19
API-RSA-0028,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 2,Weight Scale,2,Critical,Siemens,SIE-WeightScale-9407,SN-mk501w5h-SV343N,Weight Scale for Reactor Suite A operations,"Reactor Suite A, Station 8",2020-04-09,172.16.10.28,Profibus,100,SIS-RSA,2025-12-25,2028-02-07
API-RSA-0029,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 2,HMI,1,Critical,Siemens,SIE-HMI-3659,SN-mk501w5h-06T77R,HMI for Reactor Suite A operations,"Reactor Suite A, Station 9",2017-06-24,172.16.10.29,Modbus TCP,100,SIS-RSA,2025-04-22,2026-10-12
API-RSA-0030,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 2,MES Terminal,1,Critical,Sartorius,SAR-MESTerminal-8877,SN-mk501w5h-AJYAGX,MES Terminal for Reactor Suite A operations,"Reactor Suite A, Station 10",2020-11-30,172.16.10.30,OPC UA,100,SIS-RSA,2025-12-20,2028-09-30
API-RSA-0031,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 2,Differential Pressure,2,Critical,Bürkert,BÜR-DifferentialPressure-6982,SN-mk501w5h-GKCCQ8,Differential Pressure for Reactor Suite A operations,"Reactor Suite A, Station 11",2017-09-02,172.16.10.31,HART,100,SIS-RSA,2025-06-07,2026-09-06
API-RSA-0032,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 2,Temperature Controller,2,Critical,Sartorius,SAR-TemperatureController-2320,SN-mk501w5h-89NHNA,Temperature Controller for Reactor Suite A operations,"Reactor Suite A, Station 12",2023-04-19,172.16.10.32,Profibus,100,SIS-RSA,2025-11-04,2028-03-06
API-RSA-0033,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 2,Pressure Sensor,2,Critical,Mettler Toledo,MET-PressureSensor-9469,SN-mk501w5h-UL90UO,Pressure Sensor for Reactor Suite A operations,"Reactor Suite A, Station 13",2025-11-14,172.16.10.33,Profibus,100,SIS-RSA,2025-08-07,2026-05-22
API-RSA-0034,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 2,Pressure Sensor,2,Critical,ABB,ABB-PressureSensor-2677,SN-mk501w5h-MSYSF8,Pressure Sensor for Reactor Suite A operations,"Reactor Suite A, Station 14",2016-10-05,172.16.10.34,Profibus,100,SIS-RSA,2025-07-25,2027-01-27
API-RSA-0035,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 2,Flow Meter,2,Critical,Siemens,SIE-FlowMeter-2336,SN-mk501w5h-1DN7LH,Flow Meter for Reactor Suite A operations,"Reactor Suite A, Station 15",2024-11-14,172.16.10.35,Profibus,100,SIS-RSA,2025-05-22,2028-08-11
API-RSA-0036,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 2,Differential Pressure,2,Critical,Endress+Hauser,END-DifferentialPressure-2525,SN-mk501w5h-MNE4AY,Differential Pressure for Reactor Suite A operations,"Reactor Suite A, Station 16",2020-05-19,172.16.10.36,Foundation Fieldbus,100,SIS-RSA,2025-02-09,2028-05-04
API-RSA-0037,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 2,Environmental Monitor,2,Critical,Rockwell,ROC-EnvironmentalMonitor-9987,SN-mk501w5h-1N6WAG,Environmental Monitor for Reactor Suite A operations,"Reactor Suite A, Station 17",2021-12-30,172.16.10.37,Modbus,100,SIS-RSA,2025-05-26,2028-07-15
API-RSA-0038,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 2,Manual Gauge,3,Critical,Sartorius,SAR-ManualGauge-6894,SN-mk501w5h-CWTFA0,Manual Gauge for Reactor Suite A operations,"Reactor Suite A, Station 18",2016-04-25,,,100,SIS-RSA,2025-09-27,2027-07-19
API-RSA-0039,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 2,Serialization Camera,2,Critical,Emerson,EME-SerializationCamera-6486,SN-mk501w5h-CDI3X1,Serialization Camera for Reactor Suite A operations,"Reactor Suite A, Station 19",2021-06-28,172.16.10.39,Modbus,100,SIS-RSA,2025-04-05,2026-10-27
API-RSA-0040,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 2,HMI,1,Critical,Endress+Hauser,END-HMI-1209,SN-mk501w5h-7Y5T83,HMI for Reactor Suite A operations,"Reactor Suite A, Station 20",2016-02-25,172.16.10.40,Modbus TCP,100,SIS-RSA,2025-03-30,2027-04-24
API-RSA-0041,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 3,Flow Meter,2,Critical,ABB,ABB-FlowMeter-9517,SN-mk501w5i-GC58W3,Flow Meter for Reactor Suite A operations,"Reactor Suite A, Station 1",2016-11-09,172.16.10.41,Profibus,100,SIS-RSA,2025-11-08,2026-04-06
API-RSA-0042,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 3,HMI,1,Critical,Mettler Toledo,MET-HMI-7433,SN-mk501w5i-T9WIVR,HMI for Reactor Suite A operations,"Reactor Suite A, Station 2",2025-12-05,172.16.10.42,OPC UA,100,SIS-RSA,2025-01-29,2026-10-09
API-RSA-0043,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 3,Label Printer,2,Critical,Bürkert,BÜR-LabelPrinter-3116,SN-mk501w5i-TZZ2G2,Label Printer for Reactor Suite A operations,"Reactor Suite A, Station 3",2022-09-27,172.16.10.43,HART,100,SIS-RSA,2025-04-28,2026-02-25
API-RSA-0044,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 3,Temperature Controller,2,Critical,Bürkert,BÜR-TemperatureController-7761,SN-mk501w5i-LQS6JN,Temperature Controller for Reactor Suite A operations,"Reactor Suite A, Station 4",2022-12-29,172.16.10.44,Foundation Fieldbus,100,SIS-RSA,2025-09-29,2026-08-22
API-RSA-0045,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 3,Environmental Monitor,2,Critical,ABB,ABB-EnvironmentalMonitor-5761,SN-mk501w5i-O9EDQ1,Environmental Monitor for Reactor Suite A operations,"Reactor Suite A, Station 5",2017-07-19,172.16.10.45,Profibus,100,SIS-RSA,2025-12-15,2028-05-07
API-RSA-0046,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 3,Batch Controller,1,Critical,Sartorius,SAR-BatchController-6383,SN-mk501w5i-U89DNW,Batch Controller for Reactor Suite A operations,"Reactor Suite A, Station 6",2017-07-13,172.16.10.46,OPC UA,100,SIS-RSA,2025-06-29,2027-08-18
API-RSA-0047,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 3,Pressure Sensor,2,Critical,Bürkert,BÜR-PressureSensor-5512,SN-mk501w5i-HTZIF2,Pressure Sensor for Reactor Suite A operations,"Reactor Suite A, Station 7",2018-09-14,172.16.10.47,Profibus,100,SIS-RSA,2025-05-31,2026-09-26
API-RSA-0048,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 3,Weight Scale,2,Critical,Sartorius,SAR-WeightScale-5270,SN-mk501w5i-W9TA49,Weight Scale for Reactor Suite A operations,"Reactor Suite A, Station 8",2018-09-23,172.16.10.48,HART,100,SIS-RSA,2025-04-04,2028-01-31
API-RSA-0049,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 3,Flow Meter,2,Critical,ABB,ABB-FlowMeter-1165,SN-mk501w5i-PU9C4Z,Flow Meter for Reactor Suite A operations,"Reactor Suite A, Station 9",2021-05-19,172.16.10.49,Foundation Fieldbus,100,SIS-RSA,2025-01-21,2027-06-13
API-RSA-0050,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 3,Temperature Controller,2,Critical,Endress+Hauser,END-TemperatureController-4747,SN-mk501w5i-ABMYYT,Temperature Controller for Reactor Suite A operations,"Reactor Suite A, Station 10",2021-07-01,172.16.10.50,HART,100,SIS-RSA,2025-12-18,2026-08-30
API-RSA-0051,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 3,Serialization Camera,2,Critical,Emerson,EME-SerializationCamera-9820,SN-mk501w5i-MDEK3Z,Serialization Camera for Reactor Suite A operations,"Reactor Suite A, Station 11",2024-09-30,172.16.10.51,Foundation Fieldbus,100,SIS-RSA,2025-12-13,2026-06-24
API-RSA-0052,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 3,Differential Pressure,2,Critical,Siemens,SIE-DifferentialPressure-8550,SN-mk501w5i-PV37W9,Differential Pressure for Reactor Suite A operations,"Reactor Suite A, Station 12",2017-08-08,172.16.10.52,Modbus,100,SIS-RSA,2025-08-25,2026-05-26
API-RSA-0053,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 3,Conductivity Sensor,2,Critical,Siemens,SIE-ConductivitySensor-6335,SN-mk501w5i-8IQII9,Conductivity Sensor for Reactor Suite A operations,"Reactor Suite A, Station 13",2018-03-06,172.16.10.53,Modbus,100,SIS-RSA,2025-03-03,2028-07-07
API-RSA-0054,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 3,Weight Scale,2,Critical,Bürkert,BÜR-WeightScale-1236,SN-mk501w5i-ZDESE4,Weight Scale for Reactor Suite A operations,"Reactor Suite A, Station 14",2019-08-23,172.16.10.54,Foundation Fieldbus,100,SIS-RSA,2025-07-01,2027-08-04
API-RSA-0055,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 3,Temperature Controller,2,Critical,ABB,ABB-TemperatureController-2595,SN-mk501w5i-4P3KV2,Temperature Controller for Reactor Suite A operations,"Reactor Suite A, Station 15",2025-11-15,172.16.10.55,Profibus,100,SIS-RSA,2025-10-15,2027-01-25
API-RSA-0056,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 3,Manual Gauge,3,Critical,ABB,ABB-ManualGauge-1074,SN-mk501w5i-J3TZTA,Manual Gauge for Reactor Suite A operations,"Reactor Suite A, Station 16",2017-07-20,,,100,SIS-RSA,2025-03-07,2026-02-10
API-RSA-0057,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 3,Temperature Controller,2,Critical,Siemens,SIE-TemperatureController-3999,SN-mk501w5i-JQYTLH,Temperature Controller for Reactor Suite A operations,"Reactor Suite A, Station 17",2018-04-29,172.16.10.57,Modbus,100,SIS-RSA,2025-08-02,2028-06-13
API-RSA-0058,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 3,Weight Scale,2,Critical,Mettler Toledo,MET-WeightScale-6404,SN-mk501w5i-3G961Y,Weight Scale for Reactor Suite A operations,"Reactor Suite A, Station 18",2017-05-12,172.16.10.58,Modbus,100,SIS-RSA,2025-02-04,2026-04-07
API-RSA-0059,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 3,Pressure Sensor,2,Critical,ABB,ABB-PressureSensor-7122,SN-mk501w5i-YDR0HC,Pressure Sensor for Reactor Suite A operations,"Reactor Suite A, Station 19",2023-03-14,172.16.10.59,HART,100,SIS-RSA,2025-02-24,2027-08-27
API-RSA-0060,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 3,HMI,1,Critical,Emerson,EME-HMI-5339,SN-mk501w5i-FRGGQ4,HMI for Reactor Suite A operations,"Reactor Suite A, Station 20",2021-11-12,172.16.10.60,Modbus TCP,100,SIS-RSA,2025-05-12,2028-10-21
API-RSA-0061,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 4,Temperature Controller,2,Critical,Emerson,EME-TemperatureController-7288,SN-mk501w5i-QTD7K2,Temperature Controller for Reactor Suite A operations,"Reactor Suite A, Station 1",2025-08-09,172.16.10.61,Modbus,100,SIS-RSA,2025-12-31,2026-10-24
API-RSA-0062,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 4,Temperature Controller,2,Critical,Bürkert,BÜR-TemperatureController-6807,SN-mk501w5i-EGR41F,Temperature Controller for Reactor Suite A operations,"Reactor Suite A, Station 2",2022-03-13,172.16.10.62,Profibus,100,SIS-RSA,2025-08-29,2028-01-22
API-RSA-0063,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 4,Manual Gauge,3,Critical,ABB,ABB-ManualGauge-5278,SN-mk501w5i-XE6WVI,Manual Gauge for Reactor Suite A operations,"Reactor Suite A, Station 3",2019-09-03,,,100,SIS-RSA,2025-12-05,2027-09-03
API-RSA-0064,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 4,PLC,1,Critical,Bürkert,BÜR-PLC-5079,SN-mk501w5i-2EUQ2S,PLC for Reactor Suite A operations,"Reactor Suite A, Station 4",2016-03-15,172.16.10.64,DNP3,100,SIS-RSA,2025-05-26,2028-05-31
API-RSA-0065,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 4,Weight Scale,2,Critical,Bürkert,BÜR-WeightScale-3110,SN-mk501w5i-LT2IF0,Weight Scale for Reactor Suite A operations,"Reactor Suite A, Station 5",2017-08-23,172.16.10.65,Profibus,100,SIS-RSA,2026-01-06,2026-02-11
API-RSA-0066,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 4,SCADA,1,Critical,Emerson,EME-SCADA-1635,SN-mk501w5i-4R490Y,SCADA for Reactor Suite A operations,"Reactor Suite A, Station 6",2016-05-06,172.16.10.66,OPC UA,100,SIS-RSA,2025-02-13,2027-02-21
API-RSA-0067,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 4,PLC,1,Critical,Emerson,EME-PLC-7058,SN-mk501w5i-FN62PQ,PLC for Reactor Suite A operations,"Reactor Suite A, Station 7",2023-03-18,172.16.10.67,IEC 61850,100,SIS-RSA,2025-07-20,2027-02-22
API-RSA-0068,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 4,LIMS Terminal,1,Critical,Mettler Toledo,MET-LIMSTerminal-9843,SN-mk501w5i-GZKIE8,LIMS Terminal for Reactor Suite A operations,"Reactor Suite A, Station 8",2018-12-18,172.16.10.68,Ethernet/IP,100,SIS-RSA,2025-02-14,2026-11-09
API-RSA-0069,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 4,Manual Gauge,3,Critical,Rockwell,ROC-ManualGauge-2330,SN-mk501w5i-RJ49WN,Manual Gauge for Reactor Suite A operations,"Reactor Suite A, Station 9",2018-03-13,,,100,SIS-RSA,2025-05-18,2027-05-02
API-RSA-0070,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 4,Weight Scale,2,Critical,Sartorius,SAR-WeightScale-2001,SN-mk501w5i-YBTNOO,Weight Scale for Reactor Suite A operations,"Reactor Suite A, Station 10",2023-04-23,172.16.10.70,HART,100,SIS-RSA,2025-07-06,2028-05-30
API-RSA-0071,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 4,Differential Pressure,2,Critical,Mettler Toledo,MET-DifferentialPressure-8305,SN-mk501w5i-VPY4XJ,Differential Pressure for Reactor Suite A operations,"Reactor Suite A, Station 11",2024-08-11,172.16.10.71,HART,100,SIS-RSA,2025-05-04,2026-11-03
API-RSA-0072,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 4,LIMS Terminal,1,Critical,Bürkert,BÜR-LIMSTerminal-1348,SN-mk501w5i-ETFDMN,LIMS Terminal for Reactor Suite A operations,"Reactor Suite A, Station 12",2016-03-20,172.16.10.72,Ethernet/IP,100,SIS-RSA,2025-05-18,2027-07-23
API-RSA-0073,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 4,PLC,1,Critical,Emerson,EME-PLC-6782,SN-mk501w5i-FE4RIF,PLC for Reactor Suite A operations,"Reactor Suite A, Station 13",2022-05-12,172.16.10.73,DNP3,100,SIS-RSA,2025-02-20,2027-03-25
API-RSA-0074,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 4,Environmental Monitor,2,Critical,Mettler Toledo,MET-EnvironmentalMonitor-1581,SN-mk501w5i-STYDPE,Environmental Monitor for Reactor Suite A operations,"Reactor Suite A, Station 14",2022-05-22,172.16.10.74,HART,100,SIS-RSA,2025-12-26,2027-03-14
API-RSA-0075,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 4,Label Printer,2,Critical,Endress+Hauser,END-LabelPrinter-2806,SN-mk501w5i-NXSFIK,Label Printer for Reactor Suite A operations,"Reactor Suite A, Station 15",2024-04-11,172.16.10.75,Profibus,100,SIS-RSA,2025-04-27,2026-06-06
API-RSA-0076,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 4,Label Printer,2,Critical,Bürkert,BÜR-LabelPrinter-1720,SN-mk501w5i-41CQGN,Label Printer for Reactor Suite A operations,"Reactor Suite A, Station 16",2019-06-08,172.16.10.76,Profibus,100,SIS-RSA,2025-12-29,2028-09-01
API-RSA-0077,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 4,Temperature Controller,2,Critical,Endress+Hauser,END-TemperatureController-1690,SN-mk501w5i-803823,Temperature Controller for Reactor Suite A operations,"Reactor Suite A, Station 17",2025-03-09,172.16.10.77,Foundation Fieldbus,100,SIS-RSA,2025-09-15,2028-01-20
API-RSA-0078,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 4,Manual Gauge,3,Critical,Emerson,EME-ManualGauge-5694,SN-mk501w5i-DYP3QD,Manual Gauge for Reactor Suite A operations,"Reactor Suite A, Station 18",2024-07-21,,,100,SIS-RSA,2025-03-05,2027-10-01
API-RSA-0079,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 4,Label Printer,2,Critical,Rockwell,ROC-LabelPrinter-5990,SN-mk501w5i-CAIW89,Label Printer for Reactor Suite A operations,"Reactor Suite A, Station 19",2016-11-04,172.16.10.79,Profibus,100,SIS-RSA,2025-03-24,2026-12-26
API-RSA-0080,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 4,MES Terminal,1,Critical,Bürkert,BÜR-MESTerminal-4999,SN-mk501w5i-C0DWKX,MES Terminal for Reactor Suite A operations,"Reactor Suite A, Station 20",2018-07-05,172.16.10.80,DNP3,100,SIS-RSA,2025-09-14,2028-11-30
API-RSA-0081,API Production,API,Reactor Suite A,RSA,Reactor Suite A - Zone 5,Temperature Controller,2,Critical,Emerson,EME-TemperatureController-1618,SN-mk501w5i-IW2HU8,Temperature Controller for Reactor Suite A operations,"Reactor Suite A, Station 1",2019-01-15,172.16.10.81,Modbus,100,SIS-RSA,2025-04-15,2026-09-04
