tag_id,discovered_ip,mac_address,hostname,device_type,vendor,model,firmware_version,protocol,network_segment,first_seen,last_seen,discovery_method,confidence,open_ports,vulnerabilities,cve_ids,os_family,is_managed,last_patch_date,risk_score
API-RSA-0044,172.16.10.44,d5:3f:e2:aa:ae:4b,API-RSA-temperature-controller,Temperature Controller,Bürkert,BÜR-TemperatureController-7761,4.7.84,Foundation Fieldbus,VLAN-100,2025-11-13T06:18:16.404Z,2026-01-06T21:11:38.005Z,Active Probe,76,80,5,,,true,2025-02-24,70
API-RSA-0045,172.16.10.45,1a:19:12:51:23:13,API-RSA-environmental-monitor,Environmental Monitor,ABB,ABB-EnvironmentalMonitor-5761,3.2.59,Profibus,VLAN-100,2025-09-03T16:31:18.098Z,2026-01-06T20:51:46.052Z,Active Probe,76,"80,443,22",1,,,true,2025-09-22,70
,172.16.10.46,b8:33:5d:62:c2:0f,,Batch Controller,Unknown,,4.2.87,OPC UA,VLAN-100,2025-08-12T00:24:15.719Z,2026-01-02T18:58:07.004Z,Passive Monitoring,93,"502,102",2,,Windows Embedded,true,2025-09-02,95
API-RSA-0048,172.16.10.48,81:e3:d8:a4:5a:f2,API-RSA-weight-scale,Weight Scale,Sartorius,,1.9.11,HART,VLAN-100,2025-07-30T19:35:26.761Z,2026-01-05T11:50:14.473Z,Active Probe,85,"80,443,22,161,502",2,,,true,2025-06-28,75
API-RSA-0049,172.16.10.49,ee:02:fb:da:cd:f6,API-RSA-flow-meter,Flow Meter,ABB,ABB-FlowMeter-1165,2.8.39,Foundation Fieldbus,VLAN-100,2025-09-20T12:04:58.590Z,2026-01-03T17:26:02.873Z,Network Scan,94,"80,443,22,161",0,CVE-2023-24256;CVE-2022-42374,,false,2025-09-12,61
API-RSA-0050,172.16.10.50,18:3c:cb:1e:75:e6,API-RSA-temperature-controller,Temperature Controller,Endress+Hauser,END-TemperatureController-4747,5.8.29,HART,VLAN-100,2025-11-01T23:11:27.047Z,2026-01-03T10:09:17.827Z,Active Probe,88,"80,443,22,161,502",3,CVE-2021-16283;CVE-2022-24541,,false,2025-08-17,79
API-RSA-0052,172.16.10.52,b9:b3:d0:b3:98:7e,API-RSA-differential-pressure,Differential Pressure,Siemens,SIE-DifferentialPressure-8550,5.6.64,Modbus,VLAN-100,2025-11-03T08:27:42.042Z,2026-01-05T22:42:26.114Z,Protocol Analysis,97,80,5,,,false,2025-03-18,66
API-RSA-0053,172.16.10.53,67:b4:c7:3f:28:20,API-RSA-conductivity-sensor,Conductivity Sensor,Siemens,SIE-ConductivitySensor-6335,5.6.81,Modbus,VLAN-100,2025-08-11T21:34:33.628Z,2026-01-06T19:16:20.615Z,Active Probe,87,"80,443,22,161,502",0,CVE-2021-46900,,false,2025-05-19,73
API-RSA-0055,172.16.10.55,00:20:9b:70:21:1c,API-RSA-temperature-controller,Temperature Controller,ABB,ABB-TemperatureController-2595,1.4.96,Profibus,VLAN-100,2025-08-24T04:53:34.116Z,2026-01-03T01:15:47.438Z,Active Probe,94,"80,443,22,161,502",6,CVE-2020-24499,,false,2025-12-22,73
,172.16.10.57,af:c1:1c:eb:2d:c0,,Unknown,Unknown,,3.3.79,Modbus,VLAN-100,2025-11-06T05:14:33.757Z,2026-01-06T09:33:08.709Z,Passive Monitoring,74,"80,443,22,161",4,CVE-2023-26425,,true,2025-06-18,82
API-RSA-0058,172.16.10.58,e8:c4:c6:ad:28:f7,API-RSA-weight-scale,Weight Scale,Mettler Toledo,MET-WeightScale-6404,3.6.82,Modbus,VLAN-100,2025-10-26T13:51:13.373Z,2026-01-05T08:21:57.965Z,Active Probe,80,80,6,CVE-2021-2992;CVE-2022-18034,,false,2025-11-22,75
,172.16.10.59,d0:3b:fc:8b:83:ba,,Pressure Sensor,Unknown,,4.2.88,HART,VLAN-100,2025-07-21T13:59:56.985Z,2026-01-05T05:02:37.833Z,SNMP,83,"80,443,22,161,502",4,CVE-2023-15255,,false,2025-07-10,75
API-RSA-0060,172.16.10.60,53:37:8f:a8:4c:a8,API-RSA-hmi,HMI,Emerson,EME-HMI-5339,5.3.70,Modbus TCP,VLAN-100,2025-08-11T05:03:40.630Z,2026-01-07T16:33:42.988Z,Network Scan,79,"502,102,44818,2222,20000",2,,Linux RT,true,2025-09-07,92
API-RSA-0061,172.16.10.61,c7:46:37:33:a8:d5,API-RSA-temperature-controller,Temperature Controller,Emerson,EME-TemperatureController-7288,1.8.65,Modbus,VLAN-100,2026-01-04T17:04:41.246Z,2026-01-01T07:21:52.985Z,Protocol Analysis,76,"80,443",0,,,true,2025-02-02,71
API-RSA-0062,172.16.10.62,7e:c9:df:ca:af:44,API-RSA-temperature-controller,Temperature Controller,Bürkert,BÜR-TemperatureController-6807,2.5.57,Profibus,VLAN-100,2025-07-18T13:28:19.508Z,2026-01-02T17:18:41.437Z,Active Probe,78,"80,443,22,161,502",0,CVE-2023-47040;CVE-2024-9478,,false,2025-07-08,82
API-RSA-0064,172.16.10.64,b5:94:f2:83:c5:ad,API-RSA-plc,PLC,Bürkert,,5.4.8,DNP3,VLAN-100,2025-10-10T17:56:33.834Z,2026-01-06T03:01:35.191Z,Protocol Analysis,71,502,0,CVE-2024-39750;CVE-2024-9365,QNX,true,2025-09-29,85
,172.16.10.65,28:16:54:c2:d3:9c,,Unknown,Unknown,,5.0.68,Profibus,VLAN-100,2025-11-18T07:00:13.085Z,2026-01-03T07:56:35.162Z,Protocol Analysis,75,"80,443,22",4,CVE-2024-16358,,true,2025-03-08,75
API-RSA-0066,172.16.10.66,f9:93:08:99:bc:5b,,SCADA,Unknown,,1.6.77,OPC UA,VLAN-100,2025-11-11T18:08:23.804Z,2026-01-01T06:42:28.103Z,Protocol Analysis,93,"502,102,44818,2222,20000",0,CVE-2021-22759;CVE-2023-43023,VxWorks,true,2025-04-15,100
API-RSA-0068,172.16.10.68,e4:75:bf:d3:fb:db,API-RSA-lims-terminal,LIMS Terminal,Mettler Toledo,MET-LIMSTerminal-9843,2.5.94,Ethernet/IP,VLAN-100,2025-07-15T23:44:37.340Z,2026-01-01T21:06:57.082Z,SNMP,83,"502,102,44818,2222",0,,Windows Embedded,true,2025-10-11,88
,172.16.10.70,d3:b9:80:3b:d5:46,,Unknown,Unknown,,5.6.92,HART,VLAN-100,2025-08-31T21:39:28.578Z,2026-01-05T09:16:22.883Z,Network Scan,77,80,1,,,true,2025-08-03,76
API-RSA-0071,172.16.10.71,8a:2e:4b:37:53:8a,,Differential Pressure,Unknown,,3.6.36,HART,VLAN-100,2025-09-26T03:26:13.750Z,2026-01-03T23:24:59.564Z,Active Probe,90,"80,443,22,161,502",4,CVE-2024-1957,,true,2025-04-23,75
API-RSA-0072,172.16.10.72,c2:12:08:3e:58:4b,API-RSA-lims-terminal,LIMS Terminal,Bürkert,BÜR-LIMSTerminal-1348,3.9.34,Ethernet/IP,VLAN-100,2025-12-14T05:18:25.521Z,2026-01-06T00:33:48.316Z,Protocol Analysis,83,"502,102,44818,2222,20000",0,CVE-2020-48051,VxWorks,true,2025-07-05,92
API-RSA-0073,172.16.10.73,3d:3c:83:b9:9e:bf,API-RSA-plc,PLC,Emerson,EME-PLC-6782,3.1.65,DNP3,VLAN-100,2025-10-07T19:09:47.973Z,2026-01-04T21:32:12.859Z,Protocol Analysis,93,502,0,CVE-2020-24296,Linux RT,true,2025-07-21,85
API-RSA-0074,172.16.10.74,e1:68:9d:84:2a:4e,API-RSA-environmental-monitor,Environmental Monitor,Mettler Toledo,MET-EnvironmentalMonitor-1581,2.7.47,HART,VLAN-100,2025-11-11T11:00:27.564Z,2026-01-04T15:41:57.053Z,Network Scan,82,"80,443,22",5,CVE-2020-7259,,true,2025-10-18,67
API-RSA-0075,172.16.10.75,4a:8c:b9:b8:a2:83,API-RSA-label-printer,Label Printer,Endress+Hauser,END-LabelPrinter-2806,2.7.3,Profibus,VLAN-100,2025-08-15T15:12:51.989Z,2026-01-04T10:37:16.255Z,Active Probe,86,"80,443,22",2,,,true,2025-12-16,77
API-RSA-0076,172.16.10.76,67:92:c9:4f:e6:13,API-RSA-label-printer,Label Printer,Bürkert,BÜR-LabelPrinter-1720,1.6.78,Profibus,VLAN-100,2025-11-12T10:48:50.414Z,2026-01-05T17:15:23.405Z,SNMP,90,"80,443",1,CVE-2024-38559;CVE-2024-30050,,true,2025-08-21,77
API-RSA-0077,172.16.10.77,ef:ca:ca:79:8f:e2,API-RSA-temperature-controller,Temperature Controller,Endress+Hauser,END-TemperatureController-1690,5.5.23,Foundation Fieldbus,VLAN-100,2025-12-25T12:10:32.871Z,2026-01-05T06:37:54.267Z,Passive Monitoring,74,"80,443,22",6,,,true,2025-12-15,70
API-RSA-0080,172.16.10.80,2b:b8:85:bb:03:37,API-RSA-mes-terminal,MES Terminal,Bürkert,BÜR-MESTerminal-4999,3.3.90,DNP3,VLAN-100,2025-07-23T03:46:23.434Z,2026-01-01T09:48:12.729Z,Network Scan,74,"502,102,44818,2222",0,CVE-2024-19861,Windows Embedded,true,2025-09-11,91
API-RSA-0081,172.16.10.81,e1:1b:20:dd:03:67,API-RSA-temperature-controller,Temperature Controller,Emerson,EME-TemperatureController-1618,3.0.7,Modbus,VLAN-100,2025-07-29T05:28:38.617Z,2026-01-01T19:46:32.214Z,Protocol Analysis,73,"80,443,22,161,502",5,CVE-2022-17423;CVE-2024-46712,,true,2025-09-23,78
,172.16.10.84,e4:5b:0b:13:79:da,,MES Terminal,Unknown,,3.0.10,OPC UA,VLAN-100,2025-07-17T21:20:08.008Z,2026-01-03T15:38:52.335Z,SNMP,74,"502,102,44818",0,,Windows Embedded,true,2025-06-25,89
API-RSA-0086,172.16.10.86,1f:9d:f3:b7:a0:b3,API-RSA-weight-scale,Weight Scale,Rockwell,ROC-WeightScale-6610,2.0.14,Profibus,VLAN-100,2025-12-23T09:39:47.936Z,2026-01-02T19:51:53.163Z,Network Scan,74,"80,443,22,161,502",6,,,true,2025-07-11,70
API-RSA-0088,172.16.10.88,d2:9b:2a:8e:db:92,API-RSA-differential-pressure,Differential Pressure,Siemens,SIE-DifferentialPressure-7909,3.0.24,Profibus,VLAN-100,2025-11-15T19:25:40.686Z,2026-01-01T18:28:20.632Z,Passive Monitoring,82,"80,443,22",0,CVE-2022-12416,,true,2025-12-01,62
API-RSA-0089,172.16.10.89,9f:39:e2:5d:25:32,API-RSA-temperature-controller,Temperature Controller,Bürkert,BÜR-TemperatureController-8248,4.7.25,HART,VLAN-100,2025-07-19T20:43:28.792Z,2026-01-05T17:53:46.839Z,Active Probe,96,"80,443,22,161",5,CVE-2022-3600;CVE-2023-8270,,false,2025-11-26,64
,172.16.10.90,f9:b6:32:f5:8f:bb,,Unknown,Unknown,,1.6.78,Foundation Fieldbus,VLAN-100,2025-07-31T02:26:58.477Z,2026-01-01T19:10:07.633Z,Passive Monitoring,79,"80,443,22",2,CVE-2023-29417,,true,2025-05-30,81
,172.16.10.91,93:bd:4f:f8:99:28,,Flow Meter,Unknown,,2.5.66,Foundation Fieldbus,VLAN-100,2025-10-24T15:20:13.845Z,2026-01-05T21:59:33.384Z,Protocol Analysis,97,80,1,,,false,2025-03-31,74
API-RSA-0092,172.16.10.92,84:ce:2c:ca:83:06,API-RSA-flow-meter,Flow Meter,Sartorius,SAR-FlowMeter-6439,5.1.6,Modbus,VLAN-100,2025-07-20T20:08:41.571Z,2026-01-03T22:12:28.460Z,SNMP,80,"80,443,22,161,502",5,CVE-2021-11164;CVE-2020-21410,,true,2025-08-19,68
API-RSA-0093,172.16.10.93,98:48:4b:5b:37:00,API-RSA-mes-terminal,MES Terminal,Endress+Hauser,END-MESTerminal-6401,4.4.81,IEC 61850,VLAN-100,2025-12-20T00:55:57.268Z,2026-01-05T08:36:28.344Z,Protocol Analysis,70,"502,102,44818,2222,20000",2,CVE-2022-14568,Linux RT,true,2025-02-28,74
API-RSA-0094,172.16.10.94,75:6f:b2:53:23:d4,API-RSA-pressure-sensor,Pressure Sensor,ABB,ABB-PressureSensor-5934,2.4.34,Modbus,VLAN-100,2025-07-31T07:58:56.884Z,2026-01-05T12:06:30.370Z,Protocol Analysis,86,"80,443",5,,,true,2025-04-16,65
,172.16.10.95,67:2f:54:4b:30:97,,HMI,Unknown,,5.5.2,Ethernet/IP,VLAN-100,2025-10-25T01:41:29.885Z,2026-01-02T13:29:18.697Z,Passive Monitoring,73,"502,102,44818",1,CVE-2024-23153,VxWorks,true,2025-05-22,100
API-RSA-0097,172.16.10.97,12:d6:43:44:9b:30,API-RSA-temperature-controller,Temperature Controller,Emerson,EME-TemperatureController-7465,4.7.86,Profibus,VLAN-100,2025-09-07T15:52:16.847Z,2026-01-04T08:29:47.280Z,SNMP,87,"80,443",6,CVE-2024-37120,,false,2025-08-11,80
API-RSA-0099,172.16.10.99,fd:3c:8f:35:b8:fd,API-RSA-hmi,HMI,Mettler Toledo,MET-HMI-2725,1.2.64,Modbus TCP,VLAN-100,2025-11-10T23:29:21.871Z,2026-01-05T11:10:38.276Z,Passive Monitoring,80,"502,102",0,CVE-2020-14861,VxWorks,true,2025-09-04,85
,172.16.10.101,12:b5:ad:38:ad:54,,Flow Meter,Unknown,,5.5.94,Profibus,VLAN-100,2025-10-28T14:32:30.681Z,2026-01-06T11:01:27.391Z,Passive Monitoring,80,"80,443,22,161",3,CVE-2021-48579;CVE-2024-41864,,true,2025-04-13,75
API-RSA-0104,172.16.10.104,63:c0:16:5e:15:7e,API-RSA-environmental-monitor,Environmental Monitor,Endress+Hauser,END-EnvironmentalMonitor-3961,5.0.48,Foundation Fieldbus,VLAN-100,2025-10-13T07:46:38.649Z,2026-01-05T17:29:01.378Z,SNMP,89,"80,443,22",2,CVE-2023-35062;CVE-2024-25766,,true,2025-02-28,71
API-RSA-0105,172.16.10.105,4e:11:29:a0:2c:66,API-RSA-weight-scale,Weight Scale,ABB,ABB-WeightScale-5857,5.0.96,HART,VLAN-100,2025-09-01T20:48:20.934Z,2026-01-03T22:32:33.110Z,Network Scan,76,"80,443,22,161",7,CVE-2024-12515,,true,2025-03-26,69
API-RSA-0106,172.16.10.106,63:19:71:a2:91:6f,API-RSA-label-printer,Label Printer,Siemens,SIE-LabelPrinter-8487,5.5.51,Modbus,VLAN-100,2025-09-19T16:06:17.977Z,2026-01-07T17:25:05.703Z,Protocol Analysis,85,80,1,,,false,2025-09-28,66
API-RSA-0107,172.16.10.107,9d:7b:5a:e4:2e:fd,API-RSA-weight-scale,Weight Scale,Rockwell,ROC-WeightScale-9241,3.8.56,Foundation Fieldbus,VLAN-100,2025-11-09T22:56:18.182Z,2026-01-02T07:28:23.517Z,Active Probe,96,"80,443",3,CVE-2020-23220,,false,2025-12-26,74
API-RSA-0108,172.16.10.108,87:89:26:69:a6:62,API-RSA-environmental-monitor,Environmental Monitor,Sartorius,,4.1.22,Modbus,VLAN-100,2025-09-22T12:25:55.364Z,2026-01-07T14:27:16.049Z,Protocol Analysis,72,"80,443,22,161,502",5,,,true,2025-06-03,72
API-RSA-0110,172.16.10.110,7f:c0:ad:c4:d4:24,API-RSA-label-printer,Label Printer,Emerson,EME-LabelPrinter-6971,1.8.51,HART,VLAN-100,2025-11-19T02:29:35.214Z,2026-01-07T08:16:53.338Z,Passive Monitoring,83,"80,443",5,,,true,2025-06-25,67
,172.16.10.111,f4:0f:6e:91:33:ec,,Temperature Controller,Unknown,,1.5.55,HART,VLAN-100,2025-09-09T06:40:57.610Z,2026-01-04T16:58:58.739Z,Network Scan,98,"80,443",1,,,false,2025-10-21,79
API-RSA-0112,172.16.10.112,a3:d0:3b:ea:d1:7b,API-RSA-temperature-controller,Temperature Controller,Mettler Toledo,MET-TemperatureController-9109,2.1.19,Profibus,VLAN-100,2025-10-15T19:05:29.745Z,2026-01-01T13:32:03.330Z,Network Scan,77,"80,443,22",6,CVE-2020-11082;CVE-2022-33666,,false,2025-12-03,63
API-RSA-0113,172.16.10.113,5a:1b:ac:b2:cb:0f,API-RSA-lims-terminal,LIMS Terminal,Bürkert,BÜR-LIMSTerminal-8474,1.8.92,Modbus TCP,VLAN-100,2025-11-16T20:25:58.840Z,2026-01-04T01:14:06.914Z,Passive Monitoring,96,"502,102",2,CVE-2023-28450;CVE-2024-22911,Linux RT,false,2025-02-08,79
API-RSA-0114,172.16.10.114,82:52:0c:fc:7b:94,API-RSA-pressure-sensor,Pressure Sensor,Bürkert,BÜR-PressureSensor-7885,1.1.89,HART,VLAN-100,2025-11-05T14:58:23.303Z,2026-01-06T02:25:16.123Z,Network Scan,77,"80,443,22,161,502",1,CVE-2020-17713,,true,2025-08-01,73
API-RSA-0115,172.16.10.115,ff:75:b6:5d:ba:ec,API-RSA-environmental-monitor,Environmental Monitor,Bürkert,BÜR-EnvironmentalMonitor-3987,4.8.99,Profibus,VLAN-100,2025-11-29T07:44:29.277Z,2026-01-01T19:02:14.397Z,Passive Monitoring,97,"80,443,22,161,502",2,CVE-2022-10926;CVE-2021-28775,,true,2025-04-18,71
